seller_id,seller_state,seller_city,seller_region,seller_zip_prefix,seller_segment,seller_quality_score,seller_fulfillment_capacity,seller_active_flag,created_at,deactivated_at
seller_000270,ME,Portland,Northeast,82433,long_tail,0.8709,0.3879,True,2024-01-01T00:00:00,
seller_000271,CA,San Diego,West,66354,premium,0.8292,0.3999,True,2024-01-01T00:00:00,
seller_000272,TX,Austin,South,11838,long_tail,0.9388,0.3083,True,2024-01-01T00:00:00,
seller_000273,WI,Madison,Midwest,87563,at_risk,0.8143,0.5346,True,2024-01-01T00:00:00,
seller_000274,TX,Houston,South,85459,long_tail,0.6514,0.4351,True,2024-01-01T00:00:00,
seller_000275,NJ,Jersey City,Northeast,51378,growth_seller,0.8757,0.4084,True,2024-01-01T00:00:00,
seller_000276,NJ,Jersey City,Northeast,12349,long_tail,0.8934,0.3335,True,2024-01-01T00:00:00,
seller_000277,WA,Spokane,West,73954,long_tail,0.7134,0.3972,True,2024-01-01T00:00:00,
seller_000278,ID,Idaho Falls,West,33899,long_tail,0.8803,0.2771,True,2024-01-01T00:00:00,
seller_000279,IL,Chicago,Midwest,69531,long_tail,0.8044,0.4895,True,2024-01-01T00:00:00,
seller_000280,IL,Chicago,Midwest,21510,at_risk,0.9562,0.2,True,2024-01-01T00:00:00,
seller_000281,OH,Cleveland,Midwest,49323,premium,0.5783,0.2683,True,2024-01-01T00:00:00,
seller_000282,GA,Atlanta,South,71221,premium,0.7577,0.3151,True,2024-01-01T00:00:00,
seller_000283,TN,Nashville,South,39994,growth_seller,0.6512,0.4519,True,2024-01-01T00:00:00,
seller_000284,CA,Sacramento,West,70585,long_tail,0.901,0.416,True,2024-01-01T00:00:00,
seller_000285,WA,Spokane,West,30256,premium,0.9516,0.3848,True,2024-01-01T00:00:00,
seller_000286,FL,Jacksonville,South,30935,long_tail,0.8972,0.4153,True,2024-01-01T00:00:00,
seller_000287,TX,Dallas,South,78300,long_tail,0.852,0.252,True,2024-01-01T00:00:00,
seller_000288,TX,Austin,South,61877,long_tail,0.7293,0.3695,True,2024-01-01T00:00:00,
seller_000289,VA,Richmond,South,59996,premium,0.7975,0.4704,True,2024-01-01T00:00:00,
seller_000290,CA,San Diego,West,51292,long_tail,0.5609,0.3512,True,2024-01-01T00:00:00,
seller_000291,PA,Philadelphia,Northeast,86280,long_tail,0.7654,0.4762,True,2024-01-01T00:00:00,
seller_000292,NY,Albany,Northeast,53389,at_risk,0.8824,0.2828,True,2024-01-01T00:00:00,
seller_000293,AR,Little Rock,South,49409,long_tail,0.6989,0.3356,True,2024-01-01T00:00:00,
seller_000294,NV,Las Vegas,West,80008,high_volume,0.8106,0.3636,True,2024-01-01T00:00:00,
seller_000295,KS,Wichita,Midwest,68022,long_tail,0.7863,0.334,True,2024-01-01T00:00:00,
seller_000296,FL,Jacksonville,South,19282,premium,0.6054,0.2855,True,2024-01-01T00:00:00,
seller_000297,KS,Topeka,Midwest,16070,long_tail,0.7869,0.4298,True,2024-01-01T00:00:00,
seller_000298,AR,Fayetteville,South,77614,premium,0.7382,0.3369,True,2024-01-01T00:00:00,
seller_000299,GA,Savannah,South,85600,long_tail,0.9162,0.2814,True,2024-01-01T00:00:00,
seller_000300,OK,Oklahoma City,South,43861,long_tail,0.7724,0.4142,True,2024-01-01T00:00:00,
seller_000301,MI,Detroit,Midwest,86341,at_risk,0.9543,0.3767,True,2024-01-01T00:00:00,
seller_000302,NV,Las Vegas,West,49814,long_tail,0.6626,0.2643,True,2024-01-01T00:00:00,
seller_000303,MS,Gulfport,South,55200,long_tail,0.821,0.5017,True,2024-01-01T00:00:00,
seller_000304,NY,Albany,Northeast,78232,long_tail,0.5661,0.2713,True,2024-01-01T00:00:00,
seller_000305,RI,Warwick,Northeast,88655,long_tail,0.8594,0.2914,True,2024-01-01T00:00:00,
seller_000306,OR,Portland,West,07905,long_tail,0.7355,0.6358,True,2024-01-01T00:00:00,
seller_000307,CA,Sacramento,West,21258,long_tail,0.8271,0.408,True,2024-01-01T00:00:00,
seller_000308,RI,Warwick,Northeast,14913,long_tail,0.9589,0.3332,True,2024-01-01T00:00:00,
seller_000309,CA,San Diego,West,77512,long_tail,0.9285,0.3243,True,2024-01-01T00:00:00,
seller_000310,IA,Des Moines,Midwest,98899,long_tail,0.8845,0.3708,True,2024-01-01T00:00:00,
seller_000311,WA,Spokane,West,78340,high_volume,0.9142,0.5559,True,2024-01-01T00:00:00,
seller_000312,OH,Cleveland,Midwest,18353,long_tail,0.885,0.4531,True,2024-01-01T00:00:00,
seller_000313,WA,Spokane,West,78683,long_tail,0.6994,0.2555,True,2024-01-01T00:00:00,
seller_000314,ID,Boise,West,41649,at_risk,0.7877,0.3109,True,2024-01-01T00:00:00,
seller_000315,AZ,Phoenix,West,82625,growth_seller,0.6809,0.4085,True,2024-01-01T00:00:00,
seller_000316,CA,Sacramento,West,12039,premium,0.9159,0.3635,True,2024-01-01T00:00:00,
seller_000317,CA,Los Angeles,West,99163,long_tail,0.8319,0.2835,True,2024-01-01T00:00:00,
seller_000318,FL,Tampa,South,20485,long_tail,0.8472,0.4668,True,2024-01-01T00:00:00,
seller_000319,WA,Spokane,West,10540,at_risk,0.8274,0.4924,True,2024-01-01T00:00:00,
seller_000320,LA,Baton Rouge,South,38775,growth_seller,0.714,0.2633,True,2024-01-01T00:00:00,
seller_000321,TX,Austin,South,69161,long_tail,0.619,0.4123,True,2024-01-01T00:00:00,
seller_000322,IL,Springfield,Midwest,60530,long_tail,0.8713,0.3582,True,2024-01-01T00:00:00,
seller_000323,IL,Chicago,Midwest,61494,long_tail,0.7889,0.23,True,2024-01-01T00:00:00,
seller_000324,PA,Pittsburgh,Northeast,63259,long_tail,0.5628,0.3922,True,2024-01-01T00:00:00,
seller_000325,NJ,Newark,Northeast,22058,at_risk,0.7235,0.438,True,2024-01-01T00:00:00,
seller_000326,CA,San Diego,West,50865,at_risk,0.9161,0.5219,True,2024-01-01T00:00:00,
seller_000327,AK,Anchorage,West,09552,long_tail,0.7391,0.3187,True,2024-01-01T00:00:00,
seller_000328,GA,Atlanta,South,98072,long_tail,0.8562,0.3799,True,2024-01-01T00:00:00,
seller_000329,NJ,Jersey City,Northeast,44638,long_tail,0.8245,0.2296,True,2024-01-01T00:00:00,
seller_000330,FL,Tampa,South,67074,growth_seller,0.8464,0.4425,True,2024-01-01T00:00:00,
seller_000331,WY,Casper,West,35552,premium,0.8964,0.3961,True,2024-01-01T00:00:00,
seller_000332,IL,Springfield,Midwest,33717,premium,0.8904,0.3898,True,2024-01-01T00:00:00,
seller_000333,IL,Chicago,Midwest,27901,long_tail,0.8567,0.261,True,2024-01-01T00:00:00,
seller_000334,NY,New York,Northeast,28935,premium,0.8157,0.2889,True,2024-01-01T00:00:00,
seller_000335,WA,Spokane,West,66363,at_risk,0.7569,0.3182,True,2024-01-01T00:00:00,
seller_000336,AR,Little Rock,South,20432,long_tail,0.8612,0.3777,True,2024-01-01T00:00:00,
seller_000337,NJ,Jersey City,Northeast,14170,growth_seller,0.8185,0.367,True,2024-01-01T00:00:00,
seller_000338,CA,Sacramento,West,46498,long_tail,0.8106,0.222,True,2024-01-01T00:00:00,
seller_000339,OR,Portland,West,71986,premium,0.848,0.4442,True,2024-01-01T00:00:00,
seller_000340,PA,Pittsburgh,Northeast,98493,long_tail,0.7091,0.2372,True,2024-01-01T00:00:00,
seller_000341,GA,Atlanta,South,27612,premium,0.5035,0.2983,True,2024-01-01T00:00:00,
seller_000342,NE,Lincoln,Midwest,59309,long_tail,0.7405,0.2971,True,2024-01-01T00:00:00,
seller_000343,NJ,Jersey City,Northeast,59280,growth_seller,0.823,0.2365,True,2024-01-01T00:00:00,
seller_000344,FL,Tampa,South,84408,growth_seller,0.7816,0.4343,True,2024-01-01T00:00:00,
seller_000345,ID,Boise,West,88416,growth_seller,0.7305,0.5027,True,2024-01-01T00:00:00,
seller_000346,GA,Atlanta,South,60398,long_tail,0.8627,0.321,True,2024-01-01T00:00:00,
seller_000347,IN,Indianapolis,Midwest,21060,at_risk,0.9322,0.4067,True,2024-01-01T00:00:00,
seller_000348,OH,Columbus,Midwest,77098,long_tail,0.7454,0.4742,True,2024-01-01T00:00:00,
seller_000349,TN,Memphis,South,84401,high_volume,0.9579,0.3333,True,2024-01-01T00:00:00,
seller_000350,CA,Sacramento,West,72510,high_volume,0.5419,0.3884,True,2024-01-01T00:00:00,
seller_000351,OH,Columbus,Midwest,86325,growth_seller,0.7559,0.4655,True,2024-01-01T00:00:00,
seller_000352,WI,Milwaukee,Midwest,88240,long_tail,0.7842,0.2134,True,2024-01-01T00:00:00,
seller_000353,FL,Tampa,South,76035,growth_seller,0.7649,0.3433,True,2024-01-01T00:00:00,
seller_000354,NJ,Newark,Northeast,02045,premium,0.794,0.3225,True,2024-01-01T00:00:00,
seller_000355,CA,San Diego,West,72091,at_risk,0.7057,0.2271,True,2024-01-01T00:00:00,
seller_000356,WV,Charleston,South,95981,long_tail,0.7226,0.4926,True,2024-01-01T00:00:00,
seller_000357,OH,Columbus,Midwest,51844,at_risk,0.9285,0.4333,True,2024-01-01T00:00:00,
seller_000358,FL,Orlando,South,19150,premium,0.9489,0.4454,True,2024-01-01T00:00:00,
seller_000359,UT,Salt Lake City,West,70144,premium,0.9519,0.2853,True,2024-01-01T00:00:00,
seller_000360,DC,Washington,South,91159,long_tail,0.6704,0.4561,True,2024-01-01T00:00:00,
seller_000361,CA,Sacramento,West,31161,growth_seller,0.9358,0.407,True,2024-01-01T00:00:00,
seller_000362,VT,Montpelier,Northeast,93490,long_tail,0.6285,0.4471,True,2024-01-01T00:00:00,
seller_000363,KY,Lexington,South,35153,long_tail,0.8969,0.2946,True,2024-01-01T00:00:00,
seller_000364,CA,Sacramento,West,55969,long_tail,0.8788,0.2625,True,2024-01-01T00:00:00,
seller_000365,WI,Milwaukee,Midwest,76927,premium,0.4661,0.3955,True,2024-01-01T00:00:00,
seller_000366,CA,Sacramento,West,38352,long_tail,0.9424,0.3198,True,2024-01-01T00:00:00,
seller_000367,SD,Sioux Falls,Midwest,85034,long_tail,0.7881,0.2938,True,2024-01-01T00:00:00,
seller_000368,SD,Rapid City,Midwest,07400,premium,0.8086,0.3431,True,2024-01-01T00:00:00,
seller_000369,FL,Jacksonville,South,41761,long_tail,0.5965,0.5405,True,2024-01-01T00:00:00,
seller_000370,FL,Tampa,South,84934,long_tail,0.6896,0.3608,True,2024-01-01T00:00:00,
seller_000371,CA,San Diego,West,23073,long_tail,0.9489,0.273,True,2024-01-01T00:00:00,
seller_000372,HI,Honolulu,West,34227,growth_seller,0.7221,0.2969,True,2024-01-01T00:00:00,
seller_000373,TX,Austin,South,92166,premium,0.7306,0.2871,True,2024-01-01T00:00:00,
seller_000374,VT,Montpelier,Northeast,43860,at_risk,0.8675,0.2248,True,2024-01-01T00:00:00,
seller_000375,WV,Charleston,South,86653,premium,0.769,0.4285,True,2024-01-01T00:00:00,
seller_000376,HI,Hilo,West,33415,long_tail,0.8505,0.3013,True,2024-01-01T00:00:00,
seller_000377,NY,Albany,Northeast,47262,long_tail,0.8398,0.3978,True,2024-01-01T00:00:00,
seller_000378,OH,Columbus,Midwest,42900,premium,0.7295,0.4051,True,2024-01-01T00:00:00,
seller_000379,KS,Topeka,Midwest,03507,growth_seller,0.8419,0.2806,True,2024-01-01T00:00:00,
seller_000380,FL,Jacksonville,South,39400,premium,0.8447,0.5339,True,2024-01-01T00:00:00,
seller_000381,MT,Missoula,West,06656,at_risk,0.6231,0.4018,True,2024-01-01T00:00:00,
seller_000382,NY,Albany,Northeast,84802,long_tail,0.8349,0.2597,True,2024-01-01T00:00:00,
seller_000383,WA,Spokane,West,37327,at_risk,0.9093,0.405,True,2024-01-01T00:00:00,
seller_000384,GA,Atlanta,South,95614,premium,0.6898,0.2218,True,2024-01-01T00:00:00,
seller_000385,MS,Jackson,South,64045,long_tail,0.9157,0.3176,True,2024-01-01T00:00:00,
seller_000386,NJ,Jersey City,Northeast,39131,long_tail,0.7124,0.4919,True,2024-01-01T00:00:00,
seller_000387,MI,Grand Rapids,Midwest,63789,long_tail,0.7377,0.2183,True,2024-01-01T00:00:00,
seller_000388,WA,Spokane,West,04836,long_tail,0.668,0.4691,True,2024-01-01T00:00:00,
seller_000389,NH,Manchester,Northeast,72377,long_tail,0.7961,0.3641,True,2024-01-01T00:00:00,
seller_000390,MT,Missoula,West,78880,long_tail,0.711,0.4319,True,2024-01-01T00:00:00,
seller_000391,AZ,Tucson,West,58099,growth_seller,0.8,0.3106,True,2024-01-01T00:00:00,
seller_000392,AK,Fairbanks,West,43140,growth_seller,0.5454,0.4879,True,2024-01-01T00:00:00,
seller_000393,CA,San Diego,West,88919,long_tail,0.8375,0.2937,True,2024-01-01T00:00:00,
seller_000394,ID,Idaho Falls,West,03570,premium,0.9718,0.3135,True,2024-01-01T00:00:00,
seller_000395,TX,Houston,South,71951,premium,0.8227,0.2966,True,2024-01-01T00:00:00,
seller_000396,FL,Tampa,South,63051,premium,0.6392,0.4558,True,2024-01-01T00:00:00,
seller_000397,CA,Los Angeles,West,71555,premium,0.988,0.2443,True,2024-01-01T00:00:00,
seller_000398,VA,Richmond,South,24721,at_risk,0.7597,0.3663,True,2024-01-01T00:00:00,
seller_000399,NY,Buffalo,Northeast,65815,growth_seller,0.8191,0.4044,True,2024-01-01T00:00:00,
seller_000400,ID,Idaho Falls,West,88296,premium,0.8826,0.4534,True,2024-01-01T00:00:00,
seller_000401,IL,Springfield,Midwest,70266,long_tail,0.8007,0.3472,True,2024-01-01T00:00:00,
seller_000402,MD,Frederick,South,64505,premium,0.832,0.4944,True,2024-01-01T00:00:00,
seller_000403,NJ,Newark,Northeast,95386,premium,0.908,0.244,True,2024-01-01T00:00:00,
seller_000404,TX,Houston,South,14868,at_risk,0.8092,0.4187,True,2024-01-01T00:00:00,
seller_000405,WA,Spokane,West,16314,premium,0.7496,0.4843,True,2024-01-01T00:00:00,
seller_000406,TX,Austin,South,85528,high_volume,0.5104,0.3839,True,2024-01-01T00:00:00,
seller_000407,NC,Charlotte,South,22300,at_risk,0.8928,0.3053,True,2024-01-01T00:00:00,
seller_000408,GA,Savannah,South,21006,growth_seller,0.9505,0.5136,True,2024-01-01T00:00:00,
seller_000409,FL,Jacksonville,South,26427,long_tail,0.7946,0.4103,True,2024-01-01T00:00:00,
seller_000410,WI,Madison,Midwest,35281,premium,0.8808,0.4385,True,2024-01-01T00:00:00,
seller_000411,PA,Philadelphia,Northeast,03905,at_risk,0.8329,0.3488,True,2024-01-01T00:00:00,
seller_000412,WV,Charleston,South,22294,growth_seller,0.8377,0.2985,True,2024-01-01T00:00:00,
seller_000413,VT,Burlington,Northeast,38611,long_tail,0.7978,0.5353,True,2024-01-01T00:00:00,
seller_000414,FL,Tampa,South,19377,at_risk,0.8706,0.2305,True,2024-01-01T00:00:00,
seller_000415,GA,Savannah,South,64630,premium,0.45,0.3182,True,2024-01-01T00:00:00,
seller_000416,AR,Little Rock,South,30647,long_tail,0.8666,0.2,True,2024-01-01T00:00:00,
seller_000417,NC,Charlotte,South,34078,long_tail,0.6645,0.2614,True,2024-01-01T00:00:00,
seller_000418,TX,Austin,South,52086,long_tail,0.6552,0.2842,True,2024-01-01T00:00:00,
seller_000419,IL,Chicago,Midwest,24031,long_tail,0.8222,0.4309,True,2024-01-01T00:00:00,
seller_000420,MT,Missoula,West,29911,premium,0.8212,0.2765,True,2024-01-01T00:00:00,
seller_000421,LA,Baton Rouge,South,68863,premium,0.901,0.2,True,2024-01-01T00:00:00,
seller_000422,DE,Dover,South,44486,premium,0.95,0.2,True,2024-01-01T00:00:00,
seller_000423,KS,Topeka,Midwest,42998,at_risk,0.6666,0.3863,True,2024-01-01T00:00:00,
seller_000424,PA,Pittsburgh,Northeast,64347,premium,0.78,0.5832,True,2024-01-01T00:00:00,
seller_000425,OH,Columbus,Midwest,56419,premium,0.8495,0.212,True,2024-01-01T00:00:00,
seller_000426,NY,Albany,Northeast,77318,at_risk,0.6884,0.3592,True,2024-01-01T00:00:00,
seller_000427,NJ,Jersey City,Northeast,01063,long_tail,0.7859,0.324,True,2024-01-01T00:00:00,
seller_000428,MN,Minneapolis,Midwest,02130,growth_seller,0.6038,0.383,True,2024-01-01T00:00:00,
seller_000429,NH,Concord,Northeast,89594,premium,0.6326,0.5155,True,2024-01-01T00:00:00,
seller_000430,PA,Philadelphia,Northeast,45474,growth_seller,0.8824,0.2885,True,2024-01-01T00:00:00,
seller_000431,TX,Dallas,South,10684,premium,0.6105,0.3169,True,2024-01-01T00:00:00,
seller_000432,PA,Pittsburgh,Northeast,86215,high_volume,0.6811,0.2881,True,2024-01-01T00:00:00,
seller_000433,FL,Tampa,South,67271,premium,0.9242,0.2599,True,2024-01-01T00:00:00,
seller_000434,GA,Atlanta,South,32751,long_tail,0.7999,0.3855,True,2024-01-01T00:00:00,
seller_000435,GA,Savannah,South,82489,long_tail,0.8357,0.29,True,2024-01-01T00:00:00,
seller_000436,NJ,Jersey City,Northeast,93873,high_volume,0.8172,0.3808,True,2024-01-01T00:00:00,
seller_000437,PA,Philadelphia,Northeast,27565,premium,0.8698,0.3147,True,2024-01-01T00:00:00,
seller_000438,OH,Cleveland,Midwest,61516,growth_seller,0.895,0.5565,True,2024-01-01T00:00:00,
seller_000439,TX,Austin,South,49224,long_tail,0.8356,0.4832,True,2024-01-01T00:00:00,
seller_000440,OR,Eugene,West,64789,high_volume,0.8627,0.3804,True,2024-01-01T00:00:00,
seller_000441,MS,Jackson,South,70771,growth_seller,0.8295,0.3981,True,2024-01-01T00:00:00,
seller_000442,CA,Sacramento,West,45138,long_tail,0.9545,0.2515,True,2024-01-01T00:00:00,
seller_000443,LA,New Orleans,South,23135,at_risk,0.688,0.345,True,2024-01-01T00:00:00,
seller_000444,FL,Orlando,South,63606,growth_seller,0.9719,0.2722,True,2024-01-01T00:00:00,
seller_000445,AZ,Tucson,West,07606,growth_seller,0.6921,0.5574,True,2024-01-01T00:00:00,
seller_000446,NJ,Newark,Northeast,52332,high_volume,0.8529,0.2779,True,2024-01-01T00:00:00,
seller_000447,AL,Birmingham,South,41960,premium,0.5232,0.4028,True,2024-01-01T00:00:00,
seller_000448,NJ,Newark,Northeast,54401,long_tail,0.8768,0.4502,True,2024-01-01T00:00:00,
seller_000449,NM,Santa Fe,West,10156,premium,0.5487,0.3535,True,2024-01-01T00:00:00,
seller_000450,CA,San Diego,West,74093,long_tail,0.8626,0.3307,True,2024-01-01T00:00:00,
seller_000451,NY,Buffalo,Northeast,02081,premium,0.907,0.3486,True,2024-01-01T00:00:00,
seller_000452,CA,Sacramento,West,08655,growth_seller,0.8914,0.2354,True,2024-01-01T00:00:00,
seller_000453,PA,Philadelphia,Northeast,46263,long_tail,0.8252,0.3027,True,2024-01-01T00:00:00,
seller_000454,TX,Austin,South,14627,growth_seller,0.8496,0.4571,True,2024-01-01T00:00:00,
seller_000455,CA,Los Angeles,West,19397,growth_seller,0.6211,0.448,True,2024-01-01T00:00:00,
seller_000456,CT,New Haven,Northeast,09319,premium,0.7261,0.4717,True,2024-01-01T00:00:00,
seller_000457,KY,Lexington,South,71861,long_tail,0.7374,0.2,True,2024-01-01T00:00:00,
seller_000458,NJ,Jersey City,Northeast,31445,long_tail,0.8792,0.3532,True,2024-01-01T00:00:00,
seller_000459,FL,Tampa,South,67043,growth_seller,0.6887,0.4155,True,2024-01-01T00:00:00,
seller_000460,WA,Seattle,West,65743,long_tail,0.7976,0.2334,True,2024-01-01T00:00:00,
seller_000461,IN,Indianapolis,Midwest,46467,long_tail,0.8425,0.3484,True,2024-01-01T00:00:00,
seller_000462,CA,Los Angeles,West,06137,long_tail,0.6105,0.3516,True,2024-01-01T00:00:00,
seller_000463,OH,Columbus,Midwest,46613,at_risk,0.9252,0.3303,True,2024-01-01T00:00:00,
seller_000464,GA,Savannah,South,15700,long_tail,0.7872,0.533,True,2024-01-01T00:00:00,
seller_000465,PA,Philadelphia,Northeast,56050,at_risk,0.9229,0.3679,True,2024-01-01T00:00:00,
seller_000466,NY,Buffalo,Northeast,43483,at_risk,0.8886,0.3278,True,2024-01-01T00:00:00,
seller_000467,FL,Jacksonville,South,09371,growth_seller,0.9467,0.2,True,2024-01-01T00:00:00,
seller_000468,CA,Los Angeles,West,67914,high_volume,0.8352,0.4575,True,2024-01-01T00:00:00,
seller_000469,IL,Springfield,Midwest,56497,at_risk,0.6597,0.2915,True,2024-01-01T00:00:00,
seller_000470,GA,Atlanta,South,62284,long_tail,0.7557,0.5715,True,2024-01-01T00:00:00,
seller_000471,GA,Atlanta,South,36803,premium,0.8806,0.3865,True,2024-01-01T00:00:00,
seller_000472,GA,Atlanta,South,91933,at_risk,0.8538,0.4588,True,2024-01-01T00:00:00,
seller_000473,IL,Chicago,Midwest,88583,high_volume,0.8286,0.3872,True,2024-01-01T00:00:00,
seller_000474,MI,Detroit,Midwest,15767,long_tail,0.7953,0.4551,True,2024-01-01T00:00:00,
seller_000475,WI,Milwaukee,Midwest,27418,long_tail,0.45,0.4412,True,2024-01-01T00:00:00,
seller_000476,KS,Topeka,Midwest,32591,at_risk,0.7319,0.3257,True,2024-01-01T00:00:00,
seller_000477,NJ,Newark,Northeast,79476,growth_seller,0.8835,0.2719,True,2024-01-01T00:00:00,
seller_000478,GA,Savannah,South,72043,premium,0.7382,0.2032,True,2024-01-01T00:00:00,
seller_000479,IL,Springfield,Midwest,71151,long_tail,0.6326,0.4236,True,2024-01-01T00:00:00,
seller_000480,GA,Atlanta,South,46901,premium,0.8958,0.4155,True,2024-01-01T00:00:00,
seller_000481,IA,Cedar Rapids,Midwest,66864,premium,0.7937,0.219,True,2024-01-01T00:00:00,
seller_000482,WA,Spokane,West,42536,long_tail,0.9634,0.3586,True,2024-01-01T00:00:00,
seller_000483,CA,Los Angeles,West,14043,growth_seller,0.5057,0.2945,True,2024-01-01T00:00:00,
seller_000484,OH,Columbus,Midwest,18489,long_tail,0.6837,0.2909,True,2024-01-01T00:00:00,
seller_000485,FL,Jacksonville,South,78485,premium,0.9722,0.4718,True,2024-01-01T00:00:00,
seller_000486,VA,Richmond,South,97457,premium,0.4789,0.2824,True,2024-01-01T00:00:00,
seller_000487,PA,Pittsburgh,Northeast,67940,long_tail,0.8022,0.3725,True,2024-01-01T00:00:00,
seller_000488,RI,Providence,Northeast,80602,long_tail,0.8091,0.4443,True,2024-01-01T00:00:00,
seller_000489,IL,Springfield,Midwest,15170,at_risk,0.7458,0.2867,True,2024-01-01T00:00:00,
seller_000490,IA,Des Moines,Midwest,63957,premium,0.7297,0.465,True,2024-01-01T00:00:00,
seller_000491,TX,Dallas,South,84316,at_risk,0.6673,0.345,True,2024-01-01T00:00:00,
seller_000492,KS,Topeka,Midwest,93922,at_risk,0.8165,0.453,True,2024-01-01T00:00:00,
seller_000493,MA,Worcester,Northeast,85313,premium,0.7564,0.3183,True,2024-01-01T00:00:00,
seller_000494,TX,Austin,South,86709,high_volume,0.7666,0.4835,True,2024-01-01T00:00:00,
seller_000495,CT,New Haven,Northeast,97614,long_tail,0.8652,0.2941,True,2024-01-01T00:00:00,
seller_000496,ID,Boise,West,21000,long_tail,0.8447,0.2638,True,2024-01-01T00:00:00,
seller_000497,FL,Tampa,South,18276,premium,0.9599,0.4221,True,2024-01-01T00:00:00,
seller_000498,IA,Cedar Rapids,Midwest,59606,at_risk,0.7386,0.449,True,2024-01-01T00:00:00,
seller_000499,NJ,Jersey City,Northeast,01349,premium,0.7246,0.4517,True,2024-01-01T00:00:00,
seller_000500,SC,Columbia,South,76597,long_tail,0.7499,0.3508,True,2024-01-01T00:00:00,
seller_000501,FL,Tampa,South,13507,long_tail,0.8839,0.3754,True,2024-01-01T00:00:00,
seller_000502,AK,Anchorage,West,99550,premium,0.854,0.2914,True,2024-01-01T00:00:00,
seller_000503,MA,Boston,Northeast,52414,long_tail,0.7675,0.4273,True,2024-01-01T00:00:00,
seller_000504,GA,Savannah,South,11276,at_risk,0.8107,0.3109,True,2024-01-01T00:00:00,
seller_000505,SC,Charleston,South,39725,high_volume,0.6941,0.5048,True,2024-01-01T00:00:00,
seller_000506,NY,Albany,Northeast,52241,growth_seller,0.8644,0.3359,True,2024-01-01T00:00:00,
seller_000507,FL,Tampa,South,85398,long_tail,0.7254,0.2262,True,2024-01-01T00:00:00,
seller_000508,NC,Charlotte,South,35561,long_tail,0.5496,0.4856,True,2024-01-01T00:00:00,
seller_000509,ID,Boise,West,52908,long_tail,0.8827,0.3822,True,2024-01-01T00:00:00,
seller_000510,CA,San Diego,West,97630,premium,0.9032,0.5561,True,2024-01-01T00:00:00,
seller_000511,TX,Austin,South,48823,long_tail,0.6278,0.4386,True,2024-01-01T00:00:00,
seller_000512,KY,Lexington,South,78445,high_volume,0.9623,0.3816,True,2024-01-01T00:00:00,
seller_000513,NJ,Jersey City,Northeast,65143,growth_seller,0.853,0.315,True,2024-01-01T00:00:00,
seller_000514,IN,Fort Wayne,Midwest,01203,premium,0.7039,0.4975,True,2024-01-01T00:00:00,
seller_000515,NJ,Newark,Northeast,28520,long_tail,0.8273,0.4315,True,2024-01-01T00:00:00,
seller_000516,MD,Frederick,South,92975,long_tail,0.8598,0.2534,True,2024-01-01T00:00:00,
seller_000517,CT,New Haven,Northeast,89759,long_tail,0.8792,0.3089,True,2024-01-01T00:00:00,
seller_000518,TX,Houston,South,93668,premium,0.8409,0.4185,True,2024-01-01T00:00:00,
seller_000519,WV,Morgantown,South,72282,growth_seller,0.7199,0.2919,True,2024-01-01T00:00:00,
seller_000520,NJ,Jersey City,Northeast,13664,long_tail,0.7363,0.3649,True,2024-01-01T00:00:00,
seller_000521,PA,Philadelphia,Northeast,37744,premium,0.7556,0.3791,True,2024-01-01T00:00:00,
seller_000522,WA,Seattle,West,65328,long_tail,0.7906,0.419,True,2024-01-01T00:00:00,
seller_000523,FL,Tampa,South,04663,premium,0.8592,0.4416,True,2024-01-01T00:00:00,
seller_000524,CA,San Diego,West,70848,long_tail,0.9498,0.3802,True,2024-01-01T00:00:00,
seller_000525,FL,Tampa,South,39854,long_tail,0.9342,0.2,True,2024-01-01T00:00:00,
seller_000526,NJ,Newark,Northeast,40654,long_tail,0.7796,0.4251,True,2024-01-01T00:00:00,
seller_000527,IL,Chicago,Midwest,17091,premium,0.91,0.3551,True,2024-01-01T00:00:00,
seller_000528,VA,Virginia Beach,South,65281,long_tail,0.9465,0.3999,True,2024-01-01T00:00:00,
seller_000529,FL,Jacksonville,South,36461,at_risk,0.45,0.2607,True,2024-01-01T00:00:00,
seller_000530,DE,Wilmington,South,29777,premium,0.45,0.3909,True,2024-01-01T00:00:00,
seller_000531,CA,San Diego,West,37521,long_tail,0.9261,0.35,True,2024-01-01T00:00:00,
seller_000532,TX,Austin,South,45330,long_tail,0.6127,0.3845,True,2024-01-01T00:00:00,
seller_000533,NJ,Jersey City,Northeast,52640,at_risk,0.7988,0.467,True,2024-01-01T00:00:00,
seller_000534,WA,Seattle,West,78215,long_tail,0.8671,0.3326,True,2024-01-01T00:00:00,
seller_000535,FL,Orlando,South,14358,long_tail,0.8958,0.3344,True,2024-01-01T00:00:00,
seller_000536,WA,Spokane,West,57638,premium,0.8196,0.2933,True,2024-01-01T00:00:00,
seller_000537,FL,Orlando,South,77034,premium,0.7067,0.3308,True,2024-01-01T00:00:00,
seller_000538,NY,New York,Northeast,76289,premium,0.7593,0.2883,True,2024-01-01T00:00:00,
seller_000539,FL,Tampa,South,23200,long_tail,0.8304,0.3184,True,2024-01-01T00:00:00,
seller_000540,NJ,Jersey City,Northeast,08744,long_tail,0.7377,0.4902,True,2024-01-01T00:00:00,
seller_000541,VA,Richmond,South,73723,at_risk,0.7785,0.3014,True,2024-01-01T00:00:00,
