product_id,product_category,product_name,product_weight_g,product_length_cm,product_height_cm,product_width_cm,product_price_base_usd,created_at
product_001141,Electronics & Accessories,Device Accessory 1141,904,6.1,3.4,4.9,71.1,2024-01-01T00:00:00
product_001142,Pet Supplies,Pet Activity Item 1142,1209,6.5,3.5,5.0,62.61,2024-01-01T00:00:00
product_001143,Office Supplies,Writing Kit 1143,674,5.4,4.1,5.4,25.45,2024-01-01T00:00:00
product_001144,Toys & Games,Activity Set 1144,1693,8.1,5.2,6.4,62.69,2024-01-01T00:00:00
product_001145,Toys & Games,Activity Set 1145,1895,7.7,6.3,7.3,47.8,2024-01-01T00:00:00
product_001146,Health & Beauty,Daily Essential 1146,408,5.3,4.0,4.1,17.21,2024-01-01T00:00:00
product_001147,Baby Products,Feeding Item 1147,974,6.6,4.4,6.1,13.35,2024-01-01T00:00:00
product_001148,Office Supplies,Writing Kit 1148,610,6.2,2.8,4.6,17.86,2024-01-01T00:00:00
product_001149,Furniture & Decor,Storage Unit 1149,11749,15.7,5.8,12.3,69.87,2024-01-01T00:00:00
product_001150,Home & Bedding,Bedding Set 1150,3804,10.9,4.8,9.5,41.96,2024-01-01T00:00:00
product_001151,Sports & Outdoors,Training Gear 1151,2249,5.6,4.6,5.0,58.02,2024-01-01T00:00:00
product_001152,Sports & Outdoors,Outdoor Kit 1152,2436,8.0,5.3,7.1,21.11,2024-01-01T00:00:00
product_001153,Books & Media,Media Collection 1153,881,7.2,3.1,3.3,23.87,2024-01-01T00:00:00
product_001154,Watches & Gifts,Gift Set 1154,204,7.0,4.6,6.3,94.29,2024-01-01T00:00:00
product_001155,Mobile & Telecom,Mobile Accessory 1155,1152,5.3,5.6,5.7,21.01,2024-01-01T00:00:00
product_001156,Home & Bedding,Home Textile 1156,3967,6.6,5.6,7.6,173.98,2024-01-01T00:00:00
product_001157,Baby Products,Infant Care Item 1157,866,7.0,4.1,4.7,102.12,2024-01-01T00:00:00
product_001158,Books & Media,Reference Book 1158,558,6.4,4.8,5.5,23.77,2024-01-01T00:00:00
product_001159,Books & Media,Media Collection 1159,187,6.8,4.1,4.7,25.27,2024-01-01T00:00:00
product_001160,Health & Beauty,Care Set 1160,362,5.2,4.7,5.0,33.76,2024-01-01T00:00:00
product_001161,Health & Beauty,Care Set 1161,1126,5.2,4.5,5.0,31.17,2024-01-01T00:00:00
product_001162,Health & Beauty,Wellness Item 1162,729,4.3,3.3,5.2,29.55,2024-01-01T00:00:00
product_001163,Home Goods,Kitchen Item 1163,3686,7.3,4.9,7.4,101.48,2024-01-01T00:00:00
product_001164,Mobile & Telecom,Connectivity Kit 1164,854,8.5,4.0,4.4,100.86,2024-01-01T00:00:00
product_001165,Office Supplies,Office Organizer 1165,299,5.7,3.8,5.5,16.6,2024-01-01T00:00:00
product_001166,Pet Supplies,Feeding Set 1166,840,4.9,4.7,4.0,41.03,2024-01-01T00:00:00
product_001167,Watches & Gifts,Keepsake Item 1167,135,6.9,3.8,5.4,81.16,2024-01-01T00:00:00
product_001168,Office Supplies,Desk Set 1168,694,5.9,3.2,4.3,82.0,2024-01-01T00:00:00
product_001169,Watches & Gifts,Keepsake Item 1169,201,5.4,3.8,5.2,177.5,2024-01-01T00:00:00
product_001170,Pet Supplies,Pet Activity Item 1170,1301,8.2,3.8,4.4,27.31,2024-01-01T00:00:00
product_001171,Home & Bedding,Bedding Set 1171,1323,4.6,4.8,6.1,36.89,2024-01-01T00:00:00
product_001172,Garden & Outdoor,Outdoor Accessory 1172,6514,13.2,6.8,9.8,200.05,2024-01-01T00:00:00
product_001173,Toys & Games,Family Game 1173,519,4.1,4.4,5.9,20.35,2024-01-01T00:00:00
product_001174,Electronics & Accessories,Audio Item 1174,867,6.0,4.5,5.4,135.79,2024-01-01T00:00:00
product_001175,Sports & Outdoors,Outdoor Kit 1175,1381,6.9,3.9,6.1,62.34,2024-01-01T00:00:00
product_001176,Fashion,Fashion Accessory 1176,320,7.7,5.0,7.0,41.45,2024-01-01T00:00:00
product_001177,Office Supplies,Writing Kit 1177,314,6.7,4.7,5.3,16.73,2024-01-01T00:00:00
product_001178,Automotive,Maintenance Kit 1178,3762,9.7,3.7,8.3,131.86,2024-01-01T00:00:00
product_001179,Electronics & Accessories,Device Accessory 1179,749,4.8,4.7,4.1,228.59,2024-01-01T00:00:00
product_001180,Sports & Outdoors,Training Gear 1180,2363,5.8,4.8,5.2,79.05,2024-01-01T00:00:00
product_001181,Office Supplies,Writing Kit 1181,686,6.8,4.0,4.5,44.3,2024-01-01T00:00:00
product_001182,Home & Bedding,Home Textile 1182,5144,10.9,5.8,9.5,49.65,2024-01-01T00:00:00
product_001183,Health & Beauty,Wellness Item 1183,823,8.0,3.3,5.6,43.63,2024-01-01T00:00:00
product_001184,Furniture & Decor,Decor Item 1184,13161,12.9,8.8,12.0,217.19,2024-01-01T00:00:00
product_001185,Furniture & Decor,Decor Item 1185,3235,7.2,5.5,7.1,67.61,2024-01-01T00:00:00
product_001186,Garden & Outdoor,Outdoor Accessory 1186,4559,10.4,6.9,9.0,146.65,2024-01-01T00:00:00
product_001187,Baby Products,Feeding Item 1187,1120,6.4,2.9,5.2,52.19,2024-01-01T00:00:00
product_001188,Office Supplies,Office Organizer 1188,378,5.9,3.3,4.5,27.14,2024-01-01T00:00:00
product_001189,Office Supplies,Office Organizer 1189,514,4.5,4.9,4.1,80.13,2024-01-01T00:00:00
product_001190,Mobile & Telecom,Phone Item 1190,390,5.6,4.8,6.5,296.55,2024-01-01T00:00:00
product_001191,Automotive,Travel Item 1191,4937,13.8,5.8,9.0,57.89,2024-01-01T00:00:00
product_001192,Mobile & Telecom,Phone Item 1192,498,5.8,5.0,6.1,92.71,2024-01-01T00:00:00
product_001193,Furniture & Decor,Storage Unit 1193,10653,18.3,5.0,12.3,405.51,2024-01-01T00:00:00
product_001194,Books & Media,Learning Guide 1194,267,6.9,3.7,5.4,22.55,2024-01-01T00:00:00
product_001195,Mobile & Telecom,Connectivity Kit 1195,433,7.7,4.4,4.8,163.57,2024-01-01T00:00:00
product_001196,Home & Bedding,Bedding Set 1196,966,7.1,2.8,3.4,111.08,2024-01-01T00:00:00
product_001197,Home Goods,Kitchen Item 1197,5697,13.1,5.9,8.5,107.45,2024-01-01T00:00:00
product_001198,Watches & Gifts,Keepsake Item 1198,184,6.3,4.6,4.0,52.05,2024-01-01T00:00:00
product_001199,Garden & Outdoor,Planting Set 1199,8082,12.5,6.6,11.5,23.39,2024-01-01T00:00:00
product_001200,Furniture & Decor,Storage Unit 1200,21158,18.0,8.7,8.4,93.75,2024-01-01T00:00:00
product_001201,Pet Supplies,Pet Activity Item 1201,1401,7.4,4.2,5.7,66.89,2024-01-01T00:00:00
product_001202,Pet Supplies,Feeding Set 1202,1018,7.1,3.9,5.1,37.29,2024-01-01T00:00:00
product_001203,Sports & Outdoors,Outdoor Kit 1203,3242,11.0,6.7,6.3,45.3,2024-01-01T00:00:00
product_001204,Office Supplies,Office Organizer 1204,293,6.1,4.5,4.3,47.93,2024-01-01T00:00:00
product_001205,Furniture & Decor,Accent Furniture 1205,12382,16.8,7.3,8.8,174.98,2024-01-01T00:00:00
product_001206,Mobile & Telecom,Phone Item 1206,658,7.5,3.9,5.2,257.47,2024-01-01T00:00:00
product_001207,Electronics & Accessories,Audio Item 1207,1526,10.4,5.6,4.7,71.76,2024-01-01T00:00:00
product_001208,Home & Bedding,Home Textile 1208,3175,10.1,7.6,8.3,109.58,2024-01-01T00:00:00
product_001209,Home Goods,Household Tool 1209,3876,7.7,5.5,8.1,52.35,2024-01-01T00:00:00
product_001210,Home & Bedding,Comfort Item 1210,649,7.6,3.9,4.4,76.79,2024-01-01T00:00:00
product_001211,Electronics & Accessories,Audio Item 1211,1693,7.0,4.5,5.9,74.59,2024-01-01T00:00:00
product_001212,Home Goods,Household Tool 1212,1302,6.2,5.3,3.8,18.33,2024-01-01T00:00:00
product_001213,Toys & Games,Family Game 1213,433,6.0,4.9,3.6,29.43,2024-01-01T00:00:00
product_001214,Home Goods,Organization Set 1214,2228,8.9,3.9,7.8,28.0,2024-01-01T00:00:00
product_001215,Office Supplies,Desk Set 1215,1151,7.1,2.9,4.9,8.91,2024-01-01T00:00:00
product_001216,Pet Supplies,Pet Care Item 1216,1183,6.4,3.9,4.5,24.13,2024-01-01T00:00:00
product_001217,Books & Media,Reference Book 1217,917,7.3,5.4,5.5,26.63,2024-01-01T00:00:00
product_001218,Fashion,Seasonal Wear 1218,566,6.4,2.6,5.0,16.27,2024-01-01T00:00:00
product_001219,Garden & Outdoor,Garden Tool 1219,11476,16.0,10.0,12.3,45.93,2024-01-01T00:00:00
product_001220,Books & Media,Media Collection 1220,152,7.4,4.0,4.2,23.93,2024-01-01T00:00:00
product_001221,Mobile & Telecom,Connectivity Kit 1221,314,6.3,4.3,5.8,193.73,2024-01-01T00:00:00
product_001222,Fashion,Fashion Accessory 1222,220,5.4,3.6,6.2,58.77,2024-01-01T00:00:00
product_001223,Electronics & Accessories,Audio Item 1223,1097,5.4,5.2,6.2,181.7,2024-01-01T00:00:00
product_001224,Pet Supplies,Pet Care Item 1224,1048,5.9,4.6,4.3,105.87,2024-01-01T00:00:00
product_001225,Pet Supplies,Pet Activity Item 1225,2526,9.0,7.0,5.4,85.23,2024-01-01T00:00:00
product_001226,Toys & Games,Learning Toy 1226,560,6.4,3.3,4.6,37.97,2024-01-01T00:00:00
product_001227,Mobile & Telecom,Mobile Accessory 1227,533,4.0,4.2,5.8,193.15,2024-01-01T00:00:00
product_001228,Sports & Outdoors,Training Gear 1228,2648,7.6,5.7,6.6,53.13,2024-01-01T00:00:00
product_001229,Baby Products,Infant Care Item 1229,602,7.6,3.8,5.9,47.37,2024-01-01T00:00:00
product_001230,Pet Supplies,Feeding Set 1230,1543,6.4,4.4,6.3,47.38,2024-01-01T00:00:00
product_001231,Mobile & Telecom,Phone Item 1231,698,6.7,4.7,6.3,58.18,2024-01-01T00:00:00
product_001232,Sports & Outdoors,Outdoor Kit 1232,4355,11.4,7.1,8.3,39.17,2024-01-01T00:00:00
product_001233,Pet Supplies,Feeding Set 1233,606,7.4,4.5,4.0,28.44,2024-01-01T00:00:00
product_001234,Home & Bedding,Comfort Item 1234,1678,7.7,4.4,6.4,64.23,2024-01-01T00:00:00
product_001235,Mobile & Telecom,Connectivity Kit 1235,313,5.9,3.4,4.7,136.71,2024-01-01T00:00:00
product_001236,Health & Beauty,Care Set 1236,124,7.1,3.4,5.4,23.91,2024-01-01T00:00:00
product_001237,Books & Media,Learning Guide 1237,171,6.8,5.2,5.4,37.52,2024-01-01T00:00:00
product_001238,Office Supplies,Writing Kit 1238,1199,6.7,4.2,5.6,8.66,2024-01-01T00:00:00
product_001239,Furniture & Decor,Storage Unit 1239,5914,10.1,6.6,9.3,295.37,2024-01-01T00:00:00
product_001240,Health & Beauty,Care Set 1240,490,7.4,4.5,4.2,23.67,2024-01-01T00:00:00
product_001241,Health & Beauty,Care Set 1241,357,6.2,4.9,4.3,37.97,2024-01-01T00:00:00
product_001242,Pet Supplies,Pet Care Item 1242,1685,9.0,4.8,6.0,27.78,2024-01-01T00:00:00
product_001243,Books & Media,Reference Book 1243,276,5.4,4.1,5.8,16.93,2024-01-01T00:00:00
product_001244,Watches & Gifts,Timepiece 1244,141,6.7,3.8,4.4,148.55,2024-01-01T00:00:00
product_001245,Mobile & Telecom,Mobile Accessory 1245,524,8.1,3.6,4.5,87.12,2024-01-01T00:00:00
product_001246,Furniture & Decor,Decor Item 1246,10404,12.8,7.4,12.4,91.08,2024-01-01T00:00:00
product_001247,Automotive,Maintenance Kit 1247,8464,10.4,8.8,9.3,63.67,2024-01-01T00:00:00
product_001248,Watches & Gifts,Timepiece 1248,473,5.6,5.2,5.5,88.5,2024-01-01T00:00:00
product_001249,Home & Bedding,Home Textile 1249,1218,8.0,4.8,4.4,43.41,2024-01-01T00:00:00
product_001250,Home Goods,Kitchen Item 1250,2258,9.0,5.9,7.6,60.68,2024-01-01T00:00:00
product_001251,Pet Supplies,Feeding Set 1251,2168,7.3,3.9,6.3,32.6,2024-01-01T00:00:00
product_001252,Fashion,Fashion Accessory 1252,562,6.7,3.2,5.1,22.27,2024-01-01T00:00:00
product_001253,Mobile & Telecom,Phone Item 1253,1081,7.1,3.8,5.8,153.35,2024-01-01T00:00:00
product_001254,Mobile & Telecom,Phone Item 1254,204,6.0,3.3,5.7,133.16,2024-01-01T00:00:00
product_001255,Pet Supplies,Feeding Set 1255,2452,9.3,4.2,7.7,49.68,2024-01-01T00:00:00
product_001256,Home Goods,Kitchen Item 1256,1331,8.4,4.5,4.2,282.01,2024-01-01T00:00:00
product_001257,Home Goods,Organization Set 1257,2856,6.7,3.8,6.4,43.79,2024-01-01T00:00:00
product_001258,Toys & Games,Learning Toy 1258,967,6.9,4.2,6.0,38.28,2024-01-01T00:00:00
product_001259,Mobile & Telecom,Connectivity Kit 1259,543,6.4,3.1,5.1,181.01,2024-01-01T00:00:00
product_001260,Sports & Outdoors,Training Gear 1260,2957,9.3,4.0,6.8,79.37,2024-01-01T00:00:00
product_001261,Sports & Outdoors,Outdoor Kit 1261,3623,12.2,5.8,7.4,50.09,2024-01-01T00:00:00
product_001262,Watches & Gifts,Keepsake Item 1262,342,4.5,5.4,4.9,93.8,2024-01-01T00:00:00
product_001263,Baby Products,Nursery Accessory 1263,2029,7.1,6.1,5.9,68.78,2024-01-01T00:00:00
product_001264,Sports & Outdoors,Fitness Item 1264,1898,9.3,3.2,6.4,27.46,2024-01-01T00:00:00
product_001265,Baby Products,Nursery Accessory 1265,925,6.5,3.7,4.5,162.45,2024-01-01T00:00:00
product_001266,Toys & Games,Family Game 1266,573,5.2,3.4,6.0,32.35,2024-01-01T00:00:00
product_001267,Watches & Gifts,Timepiece 1267,238,5.0,3.3,4.7,34.22,2024-01-01T00:00:00
product_001268,Fashion,Seasonal Wear 1268,1119,5.7,4.0,4.9,17.37,2024-01-01T00:00:00
product_001269,Electronics & Accessories,Audio Item 1269,553,4.9,4.5,4.8,47.02,2024-01-01T00:00:00
product_001270,Electronics & Accessories,Charging Kit 1270,788,5.2,3.7,5.0,218.75,2024-01-01T00:00:00
product_001271,Furniture & Decor,Storage Unit 1271,5404,12.4,8.5,9.5,131.77,2024-01-01T00:00:00
product_001272,Health & Beauty,Care Set 1272,216,6.2,3.9,6.3,33.2,2024-01-01T00:00:00
product_001273,Books & Media,Media Collection 1273,304,7.5,5.0,3.2,29.72,2024-01-01T00:00:00
product_001274,Automotive,Maintenance Kit 1274,5081,10.7,6.6,6.4,143.58,2024-01-01T00:00:00
product_001275,Home & Bedding,Bedding Set 1275,1504,5.1,4.2,6.1,105.58,2024-01-01T00:00:00
product_001276,Office Supplies,Desk Set 1276,1107,7.1,4.3,4.6,31.51,2024-01-01T00:00:00
product_001277,Pet Supplies,Pet Activity Item 1277,1706,8.1,5.0,6.2,89.6,2024-01-01T00:00:00
product_001278,Health & Beauty,Wellness Item 1278,261,5.6,3.3,4.2,33.2,2024-01-01T00:00:00
product_001279,Home Goods,Household Tool 1279,1298,4.6,3.8,5.1,110.38,2024-01-01T00:00:00
product_001280,Electronics & Accessories,Device Accessory 1280,1945,7.6,3.7,7.9,180.14,2024-01-01T00:00:00
product_001281,Office Supplies,Writing Kit 1281,695,8.0,3.6,3.9,36.63,2024-01-01T00:00:00
product_001282,Watches & Gifts,Keepsake Item 1282,238,6.0,3.3,4.7,41.23,2024-01-01T00:00:00
product_001283,Automotive,Travel Item 1283,3655,8.1,6.2,8.1,215.6,2024-01-01T00:00:00
product_001284,Automotive,Vehicle Accessory 1284,3340,9.9,5.3,6.6,155.66,2024-01-01T00:00:00
product_001285,Mobile & Telecom,Mobile Accessory 1285,325,8.4,4.4,5.9,227.87,2024-01-01T00:00:00
product_001286,Electronics & Accessories,Charging Kit 1286,617,5.4,4.9,4.6,71.71,2024-01-01T00:00:00
product_001287,Pet Supplies,Pet Care Item 1287,1437,7.8,5.2,5.1,57.7,2024-01-01T00:00:00
product_001288,Automotive,Travel Item 1288,2360,8.9,6.0,5.1,68.65,2024-01-01T00:00:00
product_001289,Health & Beauty,Care Set 1289,165,6.5,3.2,5.7,24.96,2024-01-01T00:00:00
product_001290,Sports & Outdoors,Outdoor Kit 1290,7134,9.5,6.7,10.9,47.67,2024-01-01T00:00:00
product_001291,Watches & Gifts,Gift Set 1291,216,5.7,4.2,4.4,74.14,2024-01-01T00:00:00
product_001292,Mobile & Telecom,Mobile Accessory 1292,652,6.9,3.9,4.1,67.74,2024-01-01T00:00:00
product_001293,Watches & Gifts,Timepiece 1293,110,6.3,5.5,4.7,120.42,2024-01-01T00:00:00
product_001294,Office Supplies,Writing Kit 1294,1425,7.4,3.9,5.3,39.5,2024-01-01T00:00:00
product_001295,Watches & Gifts,Gift Set 1295,255,5.6,3.9,5.5,163.54,2024-01-01T00:00:00
product_001296,Garden & Outdoor,Planting Set 1296,4105,13.4,5.7,7.7,32.41,2024-01-01T00:00:00
product_001297,Office Supplies,Desk Set 1297,2265,7.0,5.3,5.7,36.97,2024-01-01T00:00:00
product_001298,Health & Beauty,Daily Essential 1298,706,7.7,3.0,5.0,52.58,2024-01-01T00:00:00
product_001299,Health & Beauty,Care Set 1299,203,8.2,4.1,6.0,25.46,2024-01-01T00:00:00
product_001300,Mobile & Telecom,Mobile Accessory 1300,692,6.7,4.3,4.4,80.09,2024-01-01T00:00:00
product_001301,Books & Media,Media Collection 1301,428,6.0,5.0,5.5,32.02,2024-01-01T00:00:00
product_001302,Mobile & Telecom,Phone Item 1302,466,6.5,4.6,5.6,32.14,2024-01-01T00:00:00
product_001303,Electronics & Accessories,Charging Kit 1303,1000,5.7,3.1,5.0,132.05,2024-01-01T00:00:00
product_001304,Books & Media,Reference Book 1304,208,5.6,4.9,4.8,21.51,2024-01-01T00:00:00
product_001305,Sports & Outdoors,Training Gear 1305,3363,7.7,5.7,8.7,326.52,2024-01-01T00:00:00
product_001306,Watches & Gifts,Keepsake Item 1306,240,5.0,3.8,5.1,83.58,2024-01-01T00:00:00
product_001307,Pet Supplies,Feeding Set 1307,2161,6.2,4.9,6.0,31.73,2024-01-01T00:00:00
product_001308,Office Supplies,Writing Kit 1308,1005,4.6,2.8,4.9,14.81,2024-01-01T00:00:00
product_001309,Garden & Outdoor,Outdoor Accessory 1309,5522,11.5,8.7,10.0,88.88,2024-01-01T00:00:00
product_001310,Pet Supplies,Feeding Set 1310,1430,4.8,3.9,5.0,94.0,2024-01-01T00:00:00
product_001311,Sports & Outdoors,Outdoor Kit 1311,5611,8.7,6.0,6.4,202.51,2024-01-01T00:00:00
product_001312,Automotive,Travel Item 1312,5210,10.8,6.5,8.3,68.6,2024-01-01T00:00:00
product_001313,Fashion,Everyday Apparel 1313,375,6.0,3.7,5.4,63.87,2024-01-01T00:00:00
product_001314,Baby Products,Infant Care Item 1314,271,4.5,5.6,5.3,33.5,2024-01-01T00:00:00
product_001315,Books & Media,Reference Book 1315,602,6.0,3.7,4.7,13.99,2024-01-01T00:00:00
product_001316,Home & Bedding,Home Textile 1316,427,7.2,4.2,4.5,87.0,2024-01-01T00:00:00
product_001317,Watches & Gifts,Gift Set 1317,389,6.2,4.6,6.0,138.84,2024-01-01T00:00:00
product_001318,Home & Bedding,Bedding Set 1318,1049,7.0,3.7,5.6,38.67,2024-01-01T00:00:00
product_001319,Health & Beauty,Care Set 1319,500,5.5,4.1,4.8,19.48,2024-01-01T00:00:00
product_001320,Sports & Outdoors,Fitness Item 1320,3284,9.9,6.9,6.8,96.15,2024-01-01T00:00:00
product_001321,Furniture & Decor,Decor Item 1321,9292,8.9,6.8,11.7,571.06,2024-01-01T00:00:00
product_001322,Books & Media,Learning Guide 1322,184,6.5,3.4,5.4,22.64,2024-01-01T00:00:00
product_001323,Office Supplies,Desk Set 1323,834,7.0,4.5,5.2,23.48,2024-01-01T00:00:00
product_001324,Toys & Games,Learning Toy 1324,531,6.9,3.4,3.8,66.32,2024-01-01T00:00:00
product_001325,Pet Supplies,Feeding Set 1325,3430,7.0,6.6,5.9,55.71,2024-01-01T00:00:00
product_001326,Health & Beauty,Wellness Item 1326,238,6.5,2.8,4.8,18.99,2024-01-01T00:00:00
product_001327,Mobile & Telecom,Mobile Accessory 1327,450,6.6,5.0,3.7,234.92,2024-01-01T00:00:00
product_001328,Books & Media,Media Collection 1328,365,5.2,4.3,3.0,21.28,2024-01-01T00:00:00
product_001329,Garden & Outdoor,Outdoor Accessory 1329,3529,11.0,7.5,6.9,103.3,2024-01-01T00:00:00
product_001330,Fashion,Fashion Accessory 1330,444,5.5,3.3,4.3,77.74,2024-01-01T00:00:00
product_001331,Furniture & Decor,Storage Unit 1331,9055,14.7,6.7,10.7,106.54,2024-01-01T00:00:00
product_001332,Fashion,Everyday Apparel 1332,989,6.7,4.6,4.4,113.0,2024-01-01T00:00:00
product_001333,Automotive,Travel Item 1333,5326,8.8,6.0,8.7,87.16,2024-01-01T00:00:00
product_001334,Pet Supplies,Feeding Set 1334,2356,7.9,6.5,5.8,32.68,2024-01-01T00:00:00
product_001335,Sports & Outdoors,Training Gear 1335,1501,8.1,5.3,4.1,48.24,2024-01-01T00:00:00
product_001336,Toys & Games,Family Game 1336,210,7.4,3.9,4.1,58.5,2024-01-01T00:00:00
product_001337,Health & Beauty,Care Set 1337,281,5.1,4.4,4.0,31.49,2024-01-01T00:00:00
product_001338,Sports & Outdoors,Training Gear 1338,4275,10.4,6.9,7.8,99.13,2024-01-01T00:00:00
product_001339,Office Supplies,Office Organizer 1339,1093,6.2,4.4,3.0,52.96,2024-01-01T00:00:00
product_001340,Books & Media,Learning Guide 1340,294,7.6,4.9,5.5,39.54,2024-01-01T00:00:00
product_001341,Garden & Outdoor,Planting Set 1341,2631,11.4,4.8,6.9,68.1,2024-01-01T00:00:00
product_001342,Home & Bedding,Bedding Set 1342,2334,8.0,4.2,5.7,97.84,2024-01-01T00:00:00
product_001343,Toys & Games,Activity Set 1343,1185,6.3,5.3,4.9,34.21,2024-01-01T00:00:00
product_001344,Toys & Games,Learning Toy 1344,423,5.3,4.9,3.1,32.03,2024-01-01T00:00:00
product_001345,Garden & Outdoor,Garden Tool 1345,3380,10.6,5.6,7.0,84.06,2024-01-01T00:00:00
product_001346,Furniture & Decor,Decor Item 1346,4062,9.8,7.6,6.8,161.63,2024-01-01T00:00:00
product_001347,Mobile & Telecom,Mobile Accessory 1347,481,5.7,3.6,4.9,124.39,2024-01-01T00:00:00
product_001348,Garden & Outdoor,Outdoor Accessory 1348,3939,6.8,8.4,6.3,142.94,2024-01-01T00:00:00
product_001349,Sports & Outdoors,Training Gear 1349,2239,7.8,3.9,7.1,147.69,2024-01-01T00:00:00
product_001350,Sports & Outdoors,Training Gear 1350,2608,8.7,5.1,6.0,218.76,2024-01-01T00:00:00
product_001351,Automotive,Travel Item 1351,1826,5.5,3.9,5.7,19.64,2024-01-01T00:00:00
product_001352,Fashion,Everyday Apparel 1352,531,8.9,3.9,4.9,52.42,2024-01-01T00:00:00
product_001353,Office Supplies,Desk Set 1353,355,5.5,3.0,4.5,41.58,2024-01-01T00:00:00
product_001354,Home Goods,Organization Set 1354,5066,9.0,6.1,7.1,114.33,2024-01-01T00:00:00
product_001355,Pet Supplies,Feeding Set 1355,3036,8.5,6.3,3.7,45.86,2024-01-01T00:00:00
product_001356,Electronics & Accessories,Audio Item 1356,1697,7.0,5.9,5.1,70.6,2024-01-01T00:00:00
product_001357,Watches & Gifts,Keepsake Item 1357,272,4.4,4.3,5.8,48.21,2024-01-01T00:00:00
product_001358,Garden & Outdoor,Planting Set 1358,1068,7.5,3.6,4.9,29.97,2024-01-01T00:00:00
product_001359,Furniture & Decor,Accent Furniture 1359,4326,11.1,4.2,7.7,403.09,2024-01-01T00:00:00
product_001360,Furniture & Decor,Decor Item 1360,6381,13.4,6.4,6.8,279.2,2024-01-01T00:00:00
product_001361,Health & Beauty,Care Set 1361,618,7.5,5.7,4.3,26.14,2024-01-01T00:00:00
product_001362,Fashion,Seasonal Wear 1362,727,7.6,4.6,5.1,41.38,2024-01-01T00:00:00
product_001363,Garden & Outdoor,Garden Tool 1363,1518,6.6,4.4,5.9,77.54,2024-01-01T00:00:00
product_001364,Books & Media,Reference Book 1364,279,7.1,3.5,5.4,18.64,2024-01-01T00:00:00
product_001365,Furniture & Decor,Storage Unit 1365,5933,11.6,7.4,6.6,173.31,2024-01-01T00:00:00
product_001366,Electronics & Accessories,Audio Item 1366,1996,9.1,4.7,8.0,61.62,2024-01-01T00:00:00
product_001367,Pet Supplies,Feeding Set 1367,2366,6.3,5.1,4.9,70.0,2024-01-01T00:00:00
product_001368,Garden & Outdoor,Planting Set 1368,7613,10.9,8.3,9.8,110.73,2024-01-01T00:00:00
product_001369,Pet Supplies,Feeding Set 1369,1376,6.1,4.5,3.9,32.59,2024-01-01T00:00:00
product_001370,Sports & Outdoors,Training Gear 1370,3324,11.1,4.3,7.1,30.0,2024-01-01T00:00:00
product_001371,Garden & Outdoor,Planting Set 1371,5778,10.6,5.4,6.5,130.63,2024-01-01T00:00:00
product_001372,Garden & Outdoor,Outdoor Accessory 1372,1955,7.0,3.9,5.6,54.92,2024-01-01T00:00:00
product_001373,Watches & Gifts,Timepiece 1373,526,5.5,4.4,5.3,32.54,2024-01-01T00:00:00
product_001374,Fashion,Seasonal Wear 1374,306,5.7,4.2,5.4,81.35,2024-01-01T00:00:00
product_001375,Books & Media,Media Collection 1375,213,6.2,4.0,4.6,8.31,2024-01-01T00:00:00
product_001376,Garden & Outdoor,Outdoor Accessory 1376,1767,6.6,4.2,6.0,79.55,2024-01-01T00:00:00
product_001377,Fashion,Everyday Apparel 1377,253,4.6,4.2,4.4,75.0,2024-01-01T00:00:00
product_001378,Home Goods,Kitchen Item 1378,3520,8.5,5.8,8.3,31.62,2024-01-01T00:00:00
product_001379,Health & Beauty,Wellness Item 1379,364,6.2,4.3,5.0,31.95,2024-01-01T00:00:00
product_001380,Office Supplies,Writing Kit 1380,691,5.3,4.1,4.5,18.98,2024-01-01T00:00:00
product_001381,Books & Media,Reference Book 1381,147,8.5,4.6,4.4,27.13,2024-01-01T00:00:00
product_001382,Office Supplies,Office Organizer 1382,680,6.0,4.2,4.1,39.43,2024-01-01T00:00:00
product_001383,Electronics & Accessories,Audio Item 1383,672,6.8,3.9,6.0,64.23,2024-01-01T00:00:00
product_001384,Mobile & Telecom,Phone Item 1384,586,5.6,5.3,4.2,120.66,2024-01-01T00:00:00
product_001385,Baby Products,Feeding Item 1385,919,6.0,3.8,4.9,101.8,2024-01-01T00:00:00
product_001386,Furniture & Decor,Accent Furniture 1386,9670,10.7,8.1,9.4,211.16,2024-01-01T00:00:00
product_001387,Watches & Gifts,Timepiece 1387,285,4.0,3.7,4.8,50.46,2024-01-01T00:00:00
product_001388,Office Supplies,Desk Set 1388,808,5.9,6.0,4.2,52.42,2024-01-01T00:00:00
product_001389,Books & Media,Learning Guide 1389,551,6.2,4.4,5.3,25.77,2024-01-01T00:00:00
product_001390,Watches & Gifts,Keepsake Item 1390,387,5.4,4.6,4.8,209.84,2024-01-01T00:00:00
product_001391,Books & Media,Reference Book 1391,449,6.2,4.0,5.0,26.01,2024-01-01T00:00:00
product_001392,Watches & Gifts,Timepiece 1392,239,4.5,4.5,5.1,149.85,2024-01-01T00:00:00
product_001393,Home Goods,Kitchen Item 1393,2297,7.1,5.3,4.6,38.09,2024-01-01T00:00:00
product_001394,Pet Supplies,Pet Activity Item 1394,4225,7.8,4.1,8.6,25.63,2024-01-01T00:00:00
product_001395,Books & Media,Media Collection 1395,772,6.1,4.5,4.7,21.99,2024-01-01T00:00:00
