order_id,seller_state,customer_state,seller_region,customer_region,shipping_distance_band,shipping_zone,estimated_delivery_days,actual_delivery_days,delivery_delay_days,late_delivery_flag,shipping_cost_usd,scenario_name
order_0002597,FL,OR,South,West,cross_region,zone_3,9,9.0,0.0,False,8.97,baseline
order_0002598,NJ,MS,Northeast,South,cross_region,zone_3,9,8.0,0.0,False,21.89,baseline
order_0002599,NJ,TX,Northeast,South,cross_region,zone_3,9,9.0,0.0,False,16.41,baseline
order_0002600,CA,CO,West,West,same_region,zone_2,6,5.0,0.0,False,5.08,baseline
order_0002601,MI,IL,Midwest,Midwest,same_region,zone_2,7,7.0,0.0,False,36.26,baseline
order_0002602,CA,TX,West,South,cross_region,zone_3,9,9.0,0.0,False,19.58,baseline
order_0002603,NM,PA,West,Northeast,cross_region,zone_3,9,9.0,0.0,False,7.64,baseline
order_0002604,NY,NY,Northeast,Northeast,same_state,zone_1,5,4.0,0.0,False,8.89,baseline
order_0002605,OR,PA,West,Northeast,cross_region,zone_3,10,10.0,0.0,False,9.23,baseline
order_0002606,NY,CA,Northeast,West,cross_region,zone_3,9,9.0,0.0,False,10.8,baseline
order_0002607,NY,IL,Northeast,Midwest,cross_region,zone_3,8,8.0,0.0,False,24.55,baseline
order_0002608,NJ,NY,Northeast,Northeast,same_region,zone_2,7,7.0,0.0,False,5.39,baseline
order_0002609,CA,FL,West,South,cross_region,zone_3,10,10.0,0.0,False,9.01,baseline
order_0002610,NJ,CA,Northeast,West,cross_region,zone_3,8,7.0,0.0,False,14.13,baseline
order_0002611,CT,MA,Northeast,Northeast,same_region,zone_2,7,7.0,0.0,False,6.67,baseline
order_0002612,HI,WY,West,West,same_region,zone_2,6,,,False,6.15,baseline
order_0002613,HI,NC,West,South,remote,zone_4,11,13.0,2.0,True,45.96,baseline
order_0002614,CA,OH,West,Midwest,cross_region,zone_3,9,13.0,4.0,True,9.24,baseline
order_0002615,CA,PA,West,Northeast,cross_region,zone_3,9,9.0,0.0,False,8.39,baseline
order_0002616,IL,IA,Midwest,Midwest,same_region,zone_2,7,7.0,0.0,False,11.6,baseline
order_0002617,SC,HI,South,West,remote,zone_4,12,12.0,0.0,False,13.22,baseline
order_0002618,NY,ID,Northeast,West,cross_region,zone_3,9,9.0,0.0,False,16.27,baseline
order_0002619,CT,TX,Northeast,South,cross_region,zone_3,9,14.0,5.0,True,7.9,baseline
order_0002620,FL,PA,South,Northeast,cross_region,zone_3,9,9.0,0.0,False,7.84,baseline
order_0002621,MS,TX,South,South,same_region,zone_2,7,,,False,11.69,baseline
order_0002622,MA,GA,Northeast,South,cross_region,zone_3,9,8.0,0.0,False,11.54,baseline
order_0002623,CA,WV,West,South,cross_region,zone_3,8,11.0,3.0,True,16.1,baseline
order_0002624,NJ,PA,Northeast,Northeast,same_region,zone_2,7,7.0,0.0,False,18.11,baseline
order_0002625,NY,FL,Northeast,South,cross_region,zone_3,9,9.0,0.0,False,16.34,baseline
order_0002626,WV,IL,South,Midwest,cross_region,zone_3,9,9.0,0.0,False,7.35,baseline
order_0002627,CO,NJ,West,Northeast,cross_region,zone_3,9,,,False,19.46,baseline
order_0002628,OH,AL,Midwest,South,cross_region,zone_3,9,8.0,0.0,False,7.58,baseline
order_0002629,NJ,AL,Northeast,South,cross_region,zone_3,9,9.0,0.0,False,17.61,baseline
order_0002630,MS,CA,South,West,cross_region,zone_3,8,7.0,0.0,False,9.09,baseline
order_0002631,TN,AK,South,West,remote,zone_4,12,12.0,0.0,False,14.34,baseline
order_0002632,FL,OH,South,Midwest,cross_region,zone_3,10,9.0,0.0,False,25.23,baseline
order_0002633,HI,FL,West,South,remote,zone_4,11,11.0,0.0,False,13.25,baseline
order_0002634,TX,CO,South,West,cross_region,zone_3,9,9.0,0.0,False,8.29,baseline
order_0002635,CA,IL,West,Midwest,cross_region,zone_3,9,8.0,0.0,False,8.77,baseline
order_0002636,IA,IL,Midwest,Midwest,same_region,zone_2,7,7.0,0.0,False,11.18,baseline
order_0002637,NY,SC,Northeast,South,cross_region,zone_3,8,8.0,0.0,False,24.75,baseline
order_0002638,IL,CA,Midwest,West,cross_region,zone_3,9,11.0,2.0,True,8.92,baseline
order_0002639,AZ,MI,West,Midwest,cross_region,zone_3,9,13.0,4.0,True,36.01,baseline
order_0002640,NJ,NY,Northeast,Northeast,same_region,zone_2,7,7.0,0.0,False,12.51,baseline
order_0002641,IL,PA,Midwest,Northeast,cross_region,zone_3,10,10.0,0.0,False,28.75,baseline
order_0002642,SC,NY,South,Northeast,cross_region,zone_3,9,9.0,0.0,False,10.29,baseline
order_0002643,WA,AL,West,South,cross_region,zone_3,9,10.0,1.0,True,29.21,baseline
order_0002644,TN,VA,South,South,same_region,zone_2,7,7.0,0.0,False,5.77,baseline
order_0002645,NY,PA,Northeast,Northeast,same_region,zone_2,7,6.0,0.0,False,4.85,baseline
order_0002646,NJ,DC,Northeast,South,cross_region,zone_3,9,8.0,0.0,False,8.83,baseline
order_0002647,CA,NY,West,Northeast,cross_region,zone_3,9,8.0,0.0,False,8.35,baseline
order_0002648,NJ,GA,Northeast,South,cross_region,zone_3,9,9.0,0.0,False,15.51,baseline
order_0002649,FL,GA,South,South,same_region,zone_2,6,6.0,0.0,False,12.04,baseline
order_0002650,WA,NJ,West,Northeast,cross_region,zone_3,10,,,False,13.24,baseline
order_0002651,HI,IL,West,Midwest,remote,zone_4,11,15.0,4.0,True,20.78,baseline
order_0002652,FL,WY,South,West,cross_region,zone_3,8,8.0,0.0,False,24.87,baseline
order_0002653,NJ,NH,Northeast,Northeast,same_region,zone_2,8,8.0,0.0,False,25.92,baseline
order_0002654,NY,PA,Northeast,Northeast,same_region,zone_2,8,8.0,0.0,False,17.87,baseline
order_0002655,WA,PA,West,Northeast,cross_region,zone_3,9,9.0,0.0,False,7.98,baseline
order_0002656,NY,WA,Northeast,West,cross_region,zone_3,9,9.0,0.0,False,16.41,baseline
order_0002657,HI,AL,West,South,remote,zone_4,12,11.0,0.0,False,28.0,baseline
order_0002658,TX,NY,South,Northeast,cross_region,zone_3,10,10.0,0.0,False,8.63,baseline
order_0002659,TN,NY,South,Northeast,cross_region,zone_3,9,8.0,0.0,False,49.94,baseline
order_0002660,IN,MN,Midwest,Midwest,same_region,zone_2,6,,,False,25.07,baseline
order_0002661,GA,NY,South,Northeast,cross_region,zone_3,10,10.0,0.0,False,13.85,baseline
order_0002662,KY,DC,South,South,same_region,zone_2,7,7.0,0.0,False,5.88,baseline
order_0002663,MO,CA,Midwest,West,cross_region,zone_3,9,9.0,0.0,False,10.53,baseline
order_0002664,CA,TX,West,South,cross_region,zone_3,8,,,False,16.66,baseline
order_0002665,DE,TX,South,South,same_region,zone_2,7,7.0,0.0,False,5.28,baseline
order_0002666,NY,FL,Northeast,South,cross_region,zone_3,8,7.0,0.0,False,11.2,baseline
order_0002667,HI,NY,West,Northeast,remote,zone_4,11,10.0,0.0,False,16.49,baseline
order_0002668,TN,WI,South,Midwest,cross_region,zone_3,10,,,False,15.92,baseline
order_0002669,NY,ME,Northeast,Northeast,same_region,zone_2,7,6.0,0.0,False,5.79,baseline
order_0002670,OR,OR,West,West,same_state,zone_1,5,5.0,0.0,False,5.09,baseline
order_0002671,GA,MA,South,Northeast,cross_region,zone_3,9,8.0,0.0,False,8.76,baseline
order_0002672,HI,CA,West,West,same_region,zone_2,7,10.0,3.0,True,12.09,baseline
order_0002673,TX,NY,South,Northeast,cross_region,zone_3,9,9.0,0.0,False,7.81,baseline
order_0002674,WY,MI,West,Midwest,cross_region,zone_3,9,9.0,0.0,False,8.94,baseline
order_0002675,NJ,NY,Northeast,Northeast,same_region,zone_2,7,6.0,0.0,False,13.4,baseline
order_0002676,NJ,NY,Northeast,Northeast,same_region,zone_2,8,8.0,0.0,False,5.66,baseline
order_0002677,CT,IL,Northeast,Midwest,cross_region,zone_3,10,10.0,0.0,False,8.24,baseline
order_0002678,NJ,PA,Northeast,Northeast,same_region,zone_2,8,8.0,0.0,False,27.54,baseline
order_0002679,DC,PA,South,Northeast,cross_region,zone_3,9,9.0,0.0,False,39.69,baseline
order_0002680,RI,NY,Northeast,Northeast,same_region,zone_2,7,7.0,0.0,False,19.14,baseline
order_0002681,FL,MI,South,Midwest,cross_region,zone_3,9,9.0,0.0,False,7.91,baseline
order_0002682,UT,VA,West,South,cross_region,zone_3,9,9.0,0.0,False,17.05,baseline
order_0002683,NY,CA,Northeast,West,cross_region,zone_3,8,8.0,0.0,False,8.63,baseline
order_0002684,TX,MT,South,West,cross_region,zone_3,10,10.0,0.0,False,44.99,baseline
order_0002685,IL,NY,Midwest,Northeast,cross_region,zone_3,10,10.0,0.0,False,18.27,baseline
order_0002686,NJ,MI,Northeast,Midwest,cross_region,zone_3,9,,,False,8.17,baseline
order_0002687,NJ,CT,Northeast,Northeast,same_region,zone_2,8,8.0,0.0,False,11.6,baseline
order_0002688,GA,MI,South,Midwest,cross_region,zone_3,9,9.0,0.0,False,15.38,baseline
order_0002689,NJ,TX,Northeast,South,cross_region,zone_3,10,9.0,0.0,False,8.13,baseline
order_0002690,CT,CA,Northeast,West,cross_region,zone_3,10,10.0,0.0,False,10.55,baseline
order_0002691,MT,WV,West,South,cross_region,zone_3,8,7.0,0.0,False,9.89,baseline
order_0002692,DE,TX,South,South,same_region,zone_2,7,,,False,5.78,baseline
order_0002693,PA,TX,Northeast,South,cross_region,zone_3,9,9.0,0.0,False,7.78,baseline
order_0002694,NJ,NV,Northeast,West,cross_region,zone_3,9,8.0,0.0,False,32.42,baseline
order_0002695,ME,MI,Northeast,Midwest,cross_region,zone_3,9,12.0,3.0,True,11.15,baseline
order_0002696,MI,MD,Midwest,South,cross_region,zone_3,9,9.0,0.0,False,8.97,baseline
order_0002697,WA,NC,West,South,cross_region,zone_3,8,7.0,0.0,False,8.21,baseline
order_0002698,TX,FL,South,South,same_region,zone_2,7,6.0,0.0,False,6.93,baseline
order_0002699,MT,NY,West,Northeast,cross_region,zone_3,9,9.0,0.0,False,31.17,baseline
order_0002700,KY,TN,South,South,same_region,zone_2,7,7.0,0.0,False,4.76,baseline
order_0002701,NJ,NC,Northeast,South,cross_region,zone_3,9,9.0,0.0,False,19.94,baseline
order_0002702,GA,TX,South,South,same_region,zone_2,7,6.0,0.0,False,5.59,baseline
order_0002703,NY,KS,Northeast,Midwest,cross_region,zone_3,8,8.0,0.0,False,7.51,baseline
order_0002704,CT,MD,Northeast,South,cross_region,zone_3,9,9.0,0.0,False,17.34,baseline
order_0002705,OH,NM,Midwest,West,cross_region,zone_3,10,10.0,0.0,False,10.76,baseline
order_0002706,TX,PA,South,Northeast,cross_region,zone_3,10,10.0,0.0,False,18.58,baseline
order_0002707,NY,TX,Northeast,South,cross_region,zone_3,9,9.0,0.0,False,7.24,baseline
order_0002708,HI,OH,West,Midwest,remote,zone_4,11,11.0,0.0,False,67.22,baseline
order_0002709,CA,NY,West,Northeast,cross_region,zone_3,9,10.0,1.0,True,17.36,baseline
order_0002710,AK,RI,West,Northeast,remote,zone_4,12,12.0,0.0,False,15.44,baseline
order_0002711,TN,IL,South,Midwest,cross_region,zone_3,9,9.0,0.0,False,7.59,baseline
order_0002712,CA,CT,West,Northeast,cross_region,zone_3,8,12.0,4.0,True,34.4,baseline
order_0002713,CA,TX,West,South,cross_region,zone_3,9,9.0,0.0,False,8.32,baseline
order_0002714,WV,VT,South,Northeast,cross_region,zone_3,9,9.0,0.0,False,44.09,baseline
order_0002715,IA,OH,Midwest,Midwest,same_region,zone_2,8,8.0,0.0,False,12.89,baseline
order_0002716,NY,ME,Northeast,Northeast,same_region,zone_2,7,7.0,0.0,False,24.22,baseline
order_0002717,FL,MI,South,Midwest,cross_region,zone_3,9,9.0,0.0,False,7.82,baseline
order_0002718,TX,CA,South,West,cross_region,zone_3,9,10.0,1.0,True,17.67,baseline
order_0002719,CA,TX,West,South,cross_region,zone_3,9,8.0,0.0,False,10.29,baseline
order_0002720,TX,VT,South,Northeast,cross_region,zone_3,10,10.0,0.0,False,11.72,baseline
order_0002721,TX,RI,South,Northeast,cross_region,zone_3,9,9.0,0.0,False,36.98,baseline
order_0002722,NY,NY,Northeast,Northeast,same_state,zone_1,4,4.0,0.0,False,4.7,baseline
order_0002723,TX,ID,South,West,cross_region,zone_3,9,9.0,0.0,False,26.6,baseline
order_0002724,IL,TX,Midwest,South,cross_region,zone_3,9,9.0,0.0,False,18.75,baseline
order_0002725,TX,TX,South,South,same_state,zone_1,5,6.0,1.0,True,8.96,baseline
order_0002726,NJ,CA,Northeast,West,cross_region,zone_3,9,9.0,0.0,False,9.54,baseline
order_0002727,FL,GA,South,South,same_region,zone_2,7,7.0,0.0,False,20.22,baseline
order_0002728,OR,RI,West,Northeast,cross_region,zone_3,9,,,False,7.95,baseline
order_0002729,AR,TX,South,South,same_region,zone_2,7,7.0,0.0,False,18.05,baseline
order_0002730,IL,IL,Midwest,Midwest,same_state,zone_1,5,4.0,0.0,False,15.43,baseline
order_0002731,IL,KY,Midwest,South,cross_region,zone_3,10,10.0,0.0,False,10.31,baseline
order_0002732,IL,NM,Midwest,West,cross_region,zone_3,9,10.0,1.0,True,7.41,baseline
order_0002733,WY,NY,West,Northeast,cross_region,zone_3,9,,,False,18.64,baseline
order_0002734,NJ,TX,Northeast,South,cross_region,zone_3,9,11.0,2.0,True,15.94,baseline
order_0002735,MA,CO,Northeast,West,cross_region,zone_3,10,10.0,0.0,False,8.73,baseline
order_0002736,NJ,TX,Northeast,South,cross_region,zone_3,9,,,False,16.5,baseline
order_0002737,NV,FL,West,South,cross_region,zone_3,9,9.0,0.0,False,10.76,baseline
order_0002738,FL,FL,South,South,same_state,zone_1,5,5.0,0.0,False,6.21,baseline
order_0002739,TX,OH,South,Midwest,cross_region,zone_3,9,9.0,0.0,False,8.09,baseline
order_0002740,OR,NY,West,Northeast,cross_region,zone_3,9,9.0,0.0,False,16.92,baseline
order_0002741,IL,FL,Midwest,South,cross_region,zone_3,9,9.0,0.0,False,8.98,baseline
order_0002742,IL,TX,Midwest,South,cross_region,zone_3,9,8.0,0.0,False,9.08,baseline
order_0002743,MA,NC,Northeast,South,cross_region,zone_3,9,10.0,1.0,True,7.72,baseline
order_0002744,NY,AK,Northeast,West,remote,zone_4,12,11.0,0.0,False,15.62,baseline
order_0002745,IN,FL,Midwest,South,cross_region,zone_3,8,8.0,0.0,False,8.85,baseline
order_0002746,NM,SD,West,Midwest,cross_region,zone_3,9,9.0,0.0,False,7.46,baseline
order_0002747,TX,NY,South,Northeast,cross_region,zone_3,9,9.0,0.0,False,7.83,baseline
order_0002748,HI,PA,West,Northeast,remote,zone_4,11,13.0,2.0,True,27.43,baseline
order_0002749,NY,TX,Northeast,South,cross_region,zone_3,8,7.0,0.0,False,8.23,baseline
order_0002750,CA,CA,West,West,same_state,zone_1,5,5.0,0.0,False,5.08,baseline
order_0002751,AK,ME,West,Northeast,remote,zone_4,12,12.0,0.0,False,11.73,baseline
order_0002752,TX,ND,South,Midwest,cross_region,zone_3,10,12.0,2.0,True,17.15,baseline
order_0002753,ME,NM,Northeast,West,cross_region,zone_3,9,9.0,0.0,False,17.61,baseline
order_0002754,IL,OH,Midwest,Midwest,same_region,zone_2,7,7.0,0.0,False,32.27,baseline
order_0002755,AR,SC,South,South,same_region,zone_2,7,,,False,16.96,baseline
order_0002756,IL,WA,Midwest,West,cross_region,zone_3,9,8.0,0.0,False,10.52,baseline
order_0002757,PA,MI,Northeast,Midwest,cross_region,zone_3,10,10.0,0.0,False,10.27,baseline
order_0002758,OH,CA,Midwest,West,cross_region,zone_3,9,9.0,0.0,False,16.77,baseline
order_0002759,AZ,MI,West,Midwest,cross_region,zone_3,9,,,False,24.72,baseline
order_0002760,HI,CO,West,West,same_region,zone_2,6,,,False,5.49,baseline
order_0002761,CA,CA,West,West,same_state,zone_1,5,4.0,0.0,False,4.58,baseline
order_0002762,PA,MO,Northeast,Midwest,cross_region,zone_3,10,,,False,18.07,baseline
order_0002763,CA,NY,West,Northeast,cross_region,zone_3,10,,,False,10.53,baseline
order_0002764,GA,SD,South,Midwest,cross_region,zone_3,9,11.0,2.0,True,23.32,baseline
order_0002765,TX,NY,South,Northeast,cross_region,zone_3,9,9.0,0.0,False,7.21,baseline
order_0002766,IL,IL,Midwest,Midwest,same_state,zone_1,5,5.0,0.0,False,4.29,baseline
order_0002767,NY,WV,Northeast,South,cross_region,zone_3,9,,,False,16.28,baseline
order_0002768,TX,CA,South,West,cross_region,zone_3,9,9.0,0.0,False,29.37,baseline
order_0002769,OR,NY,West,Northeast,cross_region,zone_3,8,8.0,0.0,False,8.48,baseline
order_0002770,IL,WV,Midwest,South,cross_region,zone_3,9,9.0,0.0,False,38.9,baseline
order_0002771,OH,CA,Midwest,West,cross_region,zone_3,9,10.0,1.0,True,9.65,baseline
order_0002772,HI,CT,West,Northeast,remote,zone_4,13,13.0,0.0,False,27.59,baseline
order_0002773,IL,TX,Midwest,South,cross_region,zone_3,9,9.0,0.0,False,24.42,baseline
order_0002774,CA,WY,West,West,same_region,zone_2,7,7.0,0.0,False,35.61,baseline
order_0002775,CO,TN,West,South,cross_region,zone_3,9,11.0,2.0,True,12.67,baseline
order_0002776,WA,TX,West,South,cross_region,zone_3,8,12.0,4.0,True,20.65,baseline
order_0002777,IL,OK,Midwest,South,cross_region,zone_3,8,7.0,0.0,False,7.46,baseline
order_0002778,PA,NY,Northeast,Northeast,same_region,zone_2,7,7.0,0.0,False,18.38,baseline
order_0002779,WA,NC,West,South,cross_region,zone_3,9,9.0,0.0,False,8.04,baseline
order_0002780,CT,CA,Northeast,West,cross_region,zone_3,9,13.0,4.0,True,26.11,baseline
order_0002781,PA,CA,Northeast,West,cross_region,zone_3,9,9.0,0.0,False,8.59,baseline
order_0002782,PA,FL,Northeast,South,cross_region,zone_3,8,7.0,0.0,False,41.56,baseline
order_0002783,NJ,GA,Northeast,South,cross_region,zone_3,8,8.0,0.0,False,19.23,baseline
order_0002784,WA,TX,West,South,cross_region,zone_3,8,8.0,0.0,False,16.95,baseline
order_0002785,CA,IL,West,Midwest,cross_region,zone_3,9,9.0,0.0,False,25.01,baseline
order_0002786,OR,CA,West,West,same_region,zone_2,8,,,False,5.8,baseline
order_0002787,UT,NC,West,South,cross_region,zone_3,9,9.0,0.0,False,12.4,baseline
order_0002788,CA,AZ,West,West,same_region,zone_2,7,7.0,0.0,False,6.09,baseline
order_0002789,NH,FL,Northeast,South,cross_region,zone_3,8,8.0,0.0,False,15.28,baseline
order_0002790,FL,CA,South,West,cross_region,zone_3,9,8.0,0.0,False,16.51,baseline
order_0002791,ME,NY,Northeast,Northeast,same_region,zone_2,7,7.0,0.0,False,5.25,baseline
order_0002792,TX,MN,South,Midwest,cross_region,zone_3,9,9.0,0.0,False,9.58,baseline
order_0002793,CA,FL,West,South,cross_region,zone_3,10,10.0,0.0,False,8.94,baseline
order_0002794,FL,GA,South,South,same_region,zone_2,7,6.0,0.0,False,5.06,baseline
order_0002795,HI,NY,West,Northeast,remote,zone_4,13,,,False,38.59,baseline
order_0002796,TX,MI,South,Midwest,cross_region,zone_3,9,9.0,0.0,False,8.37,baseline
order_0002797,NY,NC,Northeast,South,cross_region,zone_3,9,8.0,0.0,False,7.43,baseline
order_0002798,ID,MI,West,Midwest,cross_region,zone_3,9,9.0,0.0,False,7.83,baseline
order_0002799,IL,MI,Midwest,Midwest,same_region,zone_2,7,6.0,0.0,False,15.37,baseline
order_0002800,NJ,WY,Northeast,West,cross_region,zone_3,9,9.0,0.0,False,17.32,baseline
order_0002801,NY,IL,Northeast,Midwest,cross_region,zone_3,10,12.0,2.0,True,19.62,baseline
order_0002802,CA,AL,West,South,cross_region,zone_3,9,9.0,0.0,False,7.55,baseline
order_0002803,PA,NY,Northeast,Northeast,same_region,zone_2,7,11.0,4.0,True,14.25,baseline
order_0002804,TN,GA,South,South,same_region,zone_2,7,7.0,0.0,False,22.73,baseline
order_0002805,CA,PA,West,Northeast,cross_region,zone_3,9,9.0,0.0,False,9.51,baseline
order_0002806,IL,NY,Midwest,Northeast,cross_region,zone_3,9,9.0,0.0,False,11.05,baseline
order_0002807,FL,NY,South,Northeast,cross_region,zone_3,9,9.0,0.0,False,32.9,baseline
order_0002808,TX,NY,South,Northeast,cross_region,zone_3,9,8.0,0.0,False,16.76,baseline
order_0002809,FL,PA,South,Northeast,cross_region,zone_3,8,8.0,0.0,False,8.69,baseline
order_0002810,NV,TX,West,South,cross_region,zone_3,8,8.0,0.0,False,8.15,baseline
order_0002811,TX,CA,South,West,cross_region,zone_3,10,10.0,0.0,False,9.01,baseline
order_0002812,MN,FL,Midwest,South,cross_region,zone_3,8,8.0,0.0,False,9.53,baseline
order_0002813,NY,NY,Northeast,Northeast,same_state,zone_1,5,10.0,5.0,True,3.86,baseline
order_0002814,NJ,TX,Northeast,South,cross_region,zone_3,9,9.0,0.0,False,9.95,baseline
order_0002815,NJ,IL,Northeast,Midwest,cross_region,zone_3,9,8.0,0.0,False,16.93,baseline
order_0002816,IL,TN,Midwest,South,cross_region,zone_3,9,9.0,0.0,False,17.6,baseline
order_0002817,FL,WI,South,Midwest,cross_region,zone_3,9,,,False,8.47,baseline
order_0002818,TX,AL,South,South,same_region,zone_2,7,6.0,0.0,False,20.06,baseline
order_0002819,CO,NE,West,Midwest,cross_region,zone_3,9,9.0,0.0,False,9.68,baseline
order_0002820,TX,IL,South,Midwest,cross_region,zone_3,10,10.0,0.0,False,16.37,baseline
order_0002821,IA,NY,Midwest,Northeast,cross_region,zone_3,10,10.0,0.0,False,16.98,baseline
order_0002822,LA,NE,South,Midwest,cross_region,zone_3,9,9.0,0.0,False,16.08,baseline
order_0002823,FL,FL,South,South,same_state,zone_1,5,8.0,3.0,True,3.77,baseline
order_0002824,OR,CA,West,West,same_region,zone_2,7,7.0,0.0,False,5.47,baseline
order_0002825,CA,VA,West,South,cross_region,zone_3,9,9.0,0.0,False,9.23,baseline
order_0002826,NV,OH,West,Midwest,cross_region,zone_3,9,12.0,3.0,True,13.0,baseline
order_0002827,FL,OR,South,West,cross_region,zone_3,9,9.0,0.0,False,8.34,baseline
order_0002828,KY,MS,South,South,same_region,zone_2,8,,,False,9.36,baseline
order_0002829,PA,KY,Northeast,South,cross_region,zone_3,9,8.0,0.0,False,8.07,baseline
order_0002830,NY,WA,Northeast,West,cross_region,zone_3,8,8.0,0.0,False,8.77,baseline
order_0002831,FL,CA,South,West,cross_region,zone_3,8,8.0,0.0,False,19.05,baseline
order_0002832,TX,CA,South,West,cross_region,zone_3,9,9.0,0.0,False,12.0,baseline
order_0002833,CA,MS,West,South,cross_region,zone_3,10,10.0,0.0,False,30.48,baseline
order_0002834,GA,FL,South,South,same_region,zone_2,8,8.0,0.0,False,5.85,baseline
order_0002835,LA,MI,South,Midwest,cross_region,zone_3,9,13.0,4.0,True,8.35,baseline
order_0002836,TX,ND,South,Midwest,cross_region,zone_3,9,,,False,8.79,baseline
order_0002837,MS,DC,South,South,same_region,zone_2,6,6.0,0.0,False,6.63,baseline
order_0002838,NJ,CA,Northeast,West,cross_region,zone_3,10,10.0,0.0,False,8.54,baseline
order_0002839,CA,NY,West,Northeast,cross_region,zone_3,9,,,False,28.41,baseline
order_0002840,NJ,MN,Northeast,Midwest,cross_region,zone_3,9,9.0,0.0,False,8.22,baseline
order_0002841,MA,MD,Northeast,South,cross_region,zone_3,9,11.0,2.0,True,7.76,baseline
order_0002842,FL,DC,South,South,same_region,zone_2,7,7.0,0.0,False,5.17,baseline
order_0002843,CA,OH,West,Midwest,cross_region,zone_3,8,8.0,0.0,False,8.12,baseline
order_0002844,CA,IA,West,Midwest,cross_region,zone_3,8,7.0,0.0,False,20.15,baseline
order_0002845,OR,MO,West,Midwest,cross_region,zone_3,9,9.0,0.0,False,8.83,baseline
order_0002846,NV,PA,West,Northeast,cross_region,zone_3,9,9.0,0.0,False,34.49,baseline
order_0002847,NJ,IL,Northeast,Midwest,cross_region,zone_3,10,14.0,4.0,True,17.79,baseline
order_0002848,FL,WV,South,South,same_region,zone_2,7,6.0,0.0,False,4.88,baseline
order_0002849,TN,OK,South,South,same_region,zone_2,7,7.0,0.0,False,5.55,baseline
order_0002850,MO,DE,Midwest,South,cross_region,zone_3,9,9.0,0.0,False,8.21,baseline
order_0002851,CA,VA,West,South,cross_region,zone_3,9,9.0,0.0,False,10.95,baseline
order_0002852,OK,FL,South,South,same_region,zone_2,7,7.0,0.0,False,8.2,baseline
order_0002853,DC,TX,South,South,same_region,zone_2,7,7.0,0.0,False,10.04,baseline
order_0002854,WA,NY,West,Northeast,cross_region,zone_3,9,9.0,0.0,False,7.52,baseline
order_0002855,CA,FL,West,South,cross_region,zone_3,9,9.0,0.0,False,7.82,baseline
order_0002856,FL,CA,South,West,cross_region,zone_3,10,10.0,0.0,False,8.51,baseline
order_0002857,FL,TX,South,South,same_region,zone_2,6,6.0,0.0,False,6.26,baseline
order_0002858,WA,VA,West,South,cross_region,zone_3,9,9.0,0.0,False,17.94,baseline
order_0002859,PA,FL,Northeast,South,cross_region,zone_3,9,14.0,5.0,True,11.25,baseline
order_0002860,CA,MI,West,Midwest,cross_region,zone_3,9,9.0,0.0,False,16.88,baseline
order_0002861,KS,TX,Midwest,South,cross_region,zone_3,10,9.0,0.0,False,11.97,baseline
order_0002862,PA,IL,Northeast,Midwest,cross_region,zone_3,9,8.0,0.0,False,7.58,baseline
order_0002863,RI,CA,Northeast,West,cross_region,zone_3,9,13.0,4.0,True,17.22,baseline
order_0002864,TX,NY,South,Northeast,cross_region,zone_3,9,9.0,0.0,False,38.82,baseline
order_0002865,FL,AZ,South,West,cross_region,zone_3,10,10.0,0.0,False,8.84,baseline
order_0002866,ME,WV,Northeast,South,cross_region,zone_3,9,10.0,1.0,True,49.92,baseline
order_0002867,KY,OK,South,South,same_region,zone_2,7,7.0,0.0,False,5.13,baseline
order_0002868,CA,WY,West,West,same_region,zone_2,8,,,False,6.56,baseline
order_0002869,CA,VT,West,Northeast,cross_region,zone_3,9,9.0,0.0,False,17.91,baseline
order_0002870,FL,PA,South,Northeast,cross_region,zone_3,9,8.0,0.0,False,8.36,baseline
order_0002871,CA,OH,West,Midwest,cross_region,zone_3,10,10.0,0.0,False,27.83,baseline
order_0002872,HI,PA,West,Northeast,remote,zone_4,12,12.0,0.0,False,12.39,baseline
order_0002873,NJ,NE,Northeast,Midwest,cross_region,zone_3,9,9.0,0.0,False,8.21,baseline
order_0002874,CA,FL,West,South,cross_region,zone_3,9,9.0,0.0,False,38.42,baseline
order_0002875,NY,GA,Northeast,South,cross_region,zone_3,9,12.0,3.0,True,16.34,baseline
order_0002876,HI,TX,West,South,remote,zone_4,11,11.0,0.0,False,13.03,baseline
order_0002877,NY,TX,Northeast,South,cross_region,zone_3,9,14.0,5.0,True,8.19,baseline
order_0002878,PA,KS,Northeast,Midwest,cross_region,zone_3,10,13.0,3.0,True,28.08,baseline
order_0002879,KY,MT,South,West,cross_region,zone_3,9,8.0,0.0,False,8.76,baseline
order_0002880,HI,TX,West,South,remote,zone_4,12,12.0,0.0,False,14.3,baseline
order_0002881,OR,NH,West,Northeast,cross_region,zone_3,9,,,False,7.6,baseline
order_0002882,FL,FL,South,South,same_state,zone_1,5,5.0,0.0,False,16.22,baseline
order_0002883,IL,WI,Midwest,Midwest,same_region,zone_2,7,7.0,0.0,False,6.03,baseline
order_0002884,NJ,MI,Northeast,Midwest,cross_region,zone_3,9,9.0,0.0,False,33.15,baseline
order_0002885,NY,CA,Northeast,West,cross_region,zone_3,9,11.0,2.0,True,25.59,baseline
order_0002886,AR,IL,South,Midwest,cross_region,zone_3,9,8.0,0.0,False,7.78,baseline
