order_id,order_item_id,seller_product_id,product_id,seller_id,item_price_usd,shipping_cost_usd,item_total_usd,scenario_name
order_0000701,1,seller_product_0007510,product_004309,seller_000401,24.59,5.37,29.96,baseline
order_0000702,1,seller_product_0013307,product_007631,seller_000330,22.44,8.93,31.37,baseline
order_0000703,1,seller_product_0011344,product_006518,seller_001188,30.77,13.33,44.1,baseline
order_0000703,2,seller_product_0008399,product_004807,seller_001188,141.8,12.77,154.57,baseline
order_0000703,3,seller_product_0006703,product_003851,seller_001188,225.6,17.22,242.82,baseline
order_0000704,1,seller_product_0002765,product_001605,seller_001042,32.39,6.24,38.63,baseline
order_0000705,1,seller_product_0007948,product_004550,seller_001128,130.28,8.77,139.05,baseline
order_0000706,1,seller_product_0004257,product_002436,seller_000249,451.51,8.68,460.19,baseline
order_0000707,1,seller_product_0010457,product_006009,seller_001164,44.19,9.43,53.62,baseline
order_0000708,1,seller_product_0011190,product_006428,seller_000859,139.81,11.73,151.54,baseline
order_0000709,1,seller_product_0001486,product_000860,seller_001014,103.2,12.6,115.8,baseline
order_0000710,1,seller_product_0009391,product_005400,seller_000180,20.74,9.46,30.2,baseline
order_0000710,2,seller_product_0009474,product_005451,seller_000180,39.54,12.77,52.31,baseline
order_0000711,1,seller_product_0006036,product_003456,seller_000277,191.78,5.3,197.08,baseline
order_0000712,1,seller_product_0003723,product_002127,seller_000343,13.47,7.53,21.0,baseline
order_0000712,2,seller_product_0003545,product_002028,seller_000343,39.21,8.0,47.21,baseline
order_0000713,1,seller_product_0009957,product_005722,seller_000791,29.88,8.83,38.71,baseline
order_0000714,1,seller_product_0003534,product_002021,seller_000863,28.72,10.01,38.73,baseline
order_0000714,2,seller_product_0008562,product_004902,seller_000863,25.76,7.97,33.73,baseline
order_0000715,1,seller_product_0005283,product_003032,seller_000269,44.18,8.35,52.53,baseline
order_0000716,1,seller_product_0011990,product_006893,seller_001191,59.09,7.69,66.78,baseline
order_0000716,2,seller_product_0003204,product_001843,seller_001191,14.99,7.42,22.41,baseline
order_0000716,3,seller_product_0007162,product_004107,seller_001191,54.09,10.09,64.18,baseline
order_0000716,4,seller_product_0008929,product_005130,seller_001191,88.14,8.85,96.99,baseline
order_0000716,5,seller_product_0005054,product_002888,seller_001191,29.99,7.36,37.35,baseline
order_0000717,1,seller_product_0000335,product_000185,seller_000129,62.81,4.73,67.54,baseline
order_0000717,2,seller_product_0006392,product_003666,seller_000129,73.82,4.59,78.41,baseline
order_0000718,1,seller_product_0006446,product_003699,seller_000523,64.44,8.58,73.02,baseline
order_0000719,1,seller_product_0009718,product_005585,seller_000136,31.94,7.78,39.72,baseline
order_0000720,1,seller_product_0007402,product_004245,seller_000499,88.4,9.26,97.66,baseline
order_0000720,2,seller_product_0003509,product_002004,seller_000499,77.47,13.34,90.81,baseline
order_0000721,1,seller_product_0006946,product_003990,seller_000889,89.05,8.45,97.5,baseline
order_0000722,1,seller_product_0011081,product_006369,seller_000864,136.2,11.52,147.72,baseline
order_0000722,2,seller_product_0002953,product_001706,seller_000864,178.76,12.48,191.24,baseline
order_0000723,1,seller_product_0008134,product_004665,seller_000296,62.0,9.69,71.69,baseline
order_0000724,1,seller_product_0004437,product_002533,seller_000867,73.26,7.02,80.28,baseline
order_0000725,1,seller_product_0008786,product_005036,seller_001156,16.65,8.27,24.92,baseline
order_0000726,1,seller_product_0005464,product_003143,seller_000594,15.3,7.97,23.27,baseline
order_0000727,1,seller_product_0008399,product_004807,seller_001188,141.95,13.39,155.34,baseline
order_0000727,2,seller_product_0001807,product_001043,seller_001188,261.85,17.69,279.54,baseline
order_0000727,3,seller_product_0004393,product_002507,seller_001188,38.29,14.1,52.39,baseline
order_0000728,1,seller_product_0009697,product_005570,seller_000986,67.77,10.43,78.2,baseline
order_0000728,2,seller_product_0004059,product_002321,seller_000986,38.66,8.16,46.82,baseline
order_0000729,1,seller_product_0004650,product_002654,seller_000463,272.82,7.8,280.62,baseline
order_0000730,1,seller_product_0007007,product_004030,seller_000104,52.61,5.9,58.51,baseline
order_0000731,1,seller_product_0013946,product_007993,seller_000240,140.04,8.62,148.66,baseline
order_0000732,1,seller_product_0009269,product_005321,seller_000637,26.49,7.69,34.18,baseline
order_0000732,2,seller_product_0003975,product_002272,seller_000637,47.45,8.39,55.84,baseline
order_0000733,1,seller_product_0007504,product_004305,seller_001025,22.31,5.46,27.77,baseline
order_0000734,1,seller_product_0000967,product_000564,seller_000074,60.76,3.69,64.45,baseline
order_0000734,2,seller_product_0007712,product_004421,seller_000074,18.89,4.05,22.94,baseline
order_0000735,1,seller_product_0003828,product_002190,seller_000163,11.67,9.64,21.31,baseline
order_0000735,2,seller_product_0008778,product_005031,seller_000163,132.7,18.14,150.84,baseline
order_0000735,3,seller_product_0013478,product_007725,seller_000163,67.85,8.58,76.43,baseline
order_0000735,4,seller_product_0003593,product_002056,seller_000163,37.54,8.65,46.19,baseline
order_0000736,1,seller_product_0011638,product_006682,seller_000699,99.2,8.58,107.78,baseline
order_0000736,2,seller_product_0000109,product_000063,seller_000699,409.0,13.46,422.46,baseline
order_0000737,1,seller_product_0003411,product_001949,seller_000087,55.92,9.74,65.66,baseline
order_0000738,1,seller_product_0007706,product_004417,seller_000723,95.5,7.84,103.34,baseline
order_0000739,1,seller_product_0007909,product_004531,seller_000163,127.86,8.31,136.17,baseline
order_0000739,2,seller_product_0008089,product_004636,seller_000163,44.92,8.31,53.23,baseline
order_0000740,1,seller_product_0012864,product_007379,seller_000870,96.3,5.25,101.55,baseline
order_0000741,1,seller_product_0011955,product_006877,seller_001031,50.63,6.99,57.62,baseline
order_0000741,2,seller_product_0003825,product_002188,seller_001031,174.61,5.84,180.45,baseline
order_0000741,3,seller_product_0008362,product_004788,seller_001031,54.82,5.07,59.89,baseline
order_0000742,1,seller_product_0007203,product_004135,seller_000636,112.77,8.19,120.96,baseline
order_0000742,2,seller_product_0001553,product_000901,seller_000636,174.27,10.58,184.85,baseline
order_0000743,1,seller_product_0000569,product_000314,seller_000824,193.24,7.93,201.17,baseline
order_0000743,2,seller_product_0005641,product_003238,seller_000824,115.96,8.51,124.47,baseline
order_0000743,3,seller_product_0000569,product_000314,seller_000824,230.01,7.63,237.64,baseline
order_0000743,4,seller_product_0000569,product_000314,seller_000824,218.54,7.96,226.5,baseline
order_0000744,1,seller_product_0005169,product_002961,seller_000626,155.25,5.51,160.76,baseline
order_0000745,1,seller_product_0006482,product_003721,seller_000664,46.38,8.12,54.5,baseline
order_0000746,1,seller_product_0006289,product_003602,seller_000118,45.12,8.33,53.45,baseline
order_0000747,1,seller_product_0010739,product_006168,seller_000937,73.44,9.68,83.12,baseline
order_0000747,2,seller_product_0004185,product_002394,seller_000937,61.09,12.58,73.67,baseline
order_0000747,3,seller_product_0004185,product_002394,seller_000937,64.05,11.77,75.82,baseline
order_0000748,1,seller_product_0009344,product_005370,seller_000252,39.99,8.37,48.36,baseline
order_0000749,1,seller_product_0012467,product_007161,seller_001068,27.16,9.11,36.27,baseline
order_0000749,2,seller_product_0010645,product_006116,seller_001068,65.62,8.31,73.93,baseline
order_0000750,1,seller_product_0001345,product_000784,seller_000984,284.45,10.47,294.92,baseline
order_0000750,2,seller_product_0006021,product_003447,seller_000984,12.91,7.43,20.34,baseline
order_0000750,3,seller_product_0009516,product_005472,seller_000984,364.64,12.09,376.73,baseline
order_0000751,1,seller_product_0004394,product_002508,seller_000222,19.24,8.1,27.34,baseline
order_0000751,2,seller_product_0005313,product_003052,seller_000222,28.31,8.64,36.95,baseline
order_0000752,1,seller_product_0000840,product_000477,seller_000571,138.5,8.77,147.27,baseline
order_0000753,1,seller_product_0012471,product_007165,seller_000007,16.06,5.86,21.92,baseline
order_0000754,1,seller_product_0007844,product_004494,seller_000753,56.9,5.23,62.13,baseline
order_0000755,1,seller_product_0012381,product_007108,seller_000036,29.86,5.84,35.7,baseline
order_0000756,1,seller_product_0012862,product_007378,seller_000987,69.66,8.52,78.18,baseline
order_0000756,2,seller_product_0006706,product_003854,seller_000987,16.86,8.28,25.14,baseline
order_0000757,1,seller_product_0000389,product_000215,seller_000468,424.96,8.94,433.9,baseline
order_0000758,1,seller_product_0009832,product_005646,seller_001159,36.26,9.2,45.46,baseline
order_0000759,1,seller_product_0006950,product_003992,seller_000621,50.7,8.98,59.68,baseline
order_0000760,1,seller_product_0000972,product_000566,seller_000311,81.54,7.21,88.75,baseline
order_0000761,1,seller_product_0010744,product_006172,seller_001132,52.16,12.83,64.99,baseline
order_0000762,1,seller_product_0001922,product_001117,seller_000897,86.38,5.1,91.48,baseline
order_0000763,1,seller_product_0013524,product_007752,seller_000793,281.2,8.31,289.51,baseline
order_0000764,1,seller_product_0009116,product_005247,seller_000705,33.28,7.19,40.47,baseline
order_0000764,2,seller_product_0009025,product_005193,seller_000705,55.16,8.49,63.65,baseline
order_0000764,3,seller_product_0008885,product_005104,seller_000705,22.07,8.26,30.33,baseline
order_0000765,1,seller_product_0010213,product_005867,seller_001014,23.01,5.74,28.75,baseline
order_0000766,1,seller_product_0013418,product_007691,seller_000379,88.55,8.56,97.11,baseline
order_0000767,1,seller_product_0009653,product_005550,seller_000237,113.67,7.4,121.07,baseline
order_0000767,2,seller_product_0009653,product_005550,seller_000237,128.32,7.7,136.02,baseline
order_0000768,1,seller_product_0011282,product_006483,seller_000906,98.23,11.72,109.95,baseline
order_0000768,2,seller_product_0006372,product_003654,seller_000906,51.17,8.17,59.34,baseline
order_0000769,1,seller_product_0009874,product_005677,seller_000168,19.34,8.46,27.8,baseline
order_0000769,2,seller_product_0007967,product_004561,seller_000168,235.95,9.98,245.93,baseline
order_0000770,1,seller_product_0002595,product_001509,seller_000771,60.49,8.05,68.54,baseline
order_0000771,1,seller_product_0008864,product_005087,seller_001188,167.52,13.12,180.64,baseline
order_0000772,1,seller_product_0004828,product_002755,seller_000792,153.37,7.73,161.1,baseline
order_0000773,1,seller_product_0003395,product_001939,seller_001068,24.62,7.98,32.6,baseline
order_0000774,1,seller_product_0012438,product_007141,seller_000664,64.01,8.29,72.3,baseline
order_0000774,2,seller_product_0010618,product_006104,seller_000664,89.5,8.43,97.93,baseline
order_0000775,1,seller_product_0003294,product_001890,seller_000190,575.24,16.21,591.45,baseline
order_0000776,1,seller_product_0005507,product_003168,seller_000467,91.78,11.63,103.41,baseline
order_0000776,2,seller_product_0007156,product_004104,seller_000467,271.92,11.28,283.2,baseline
order_0000776,3,seller_product_0009229,product_005303,seller_000467,216.19,13.37,229.56,baseline
order_0000777,1,seller_product_0013047,product_007479,seller_000895,54.73,8.18,62.91,baseline
order_0000778,1,seller_product_0004059,product_002321,seller_000986,37.08,7.54,44.62,baseline
order_0000779,1,seller_product_0007127,product_004092,seller_000163,28.79,8.15,36.94,baseline
order_0000780,1,seller_product_0012894,product_007395,seller_000640,37.01,4.9,41.91,baseline
order_0000780,2,seller_product_0003333,product_001908,seller_000640,40.55,6.04,46.59,baseline
order_0000780,3,seller_product_0003873,product_002215,seller_000640,18.97,5.57,24.54,baseline
order_0000781,1,seller_product_0005098,product_002916,seller_000139,90.9,8.36,99.26,baseline
order_0000781,2,seller_product_0000603,product_000333,seller_000139,21.05,8.27,29.32,baseline
order_0000782,1,seller_product_0004061,product_002322,seller_001090,117.29,9.29,126.58,baseline
order_0000783,1,seller_product_0004385,product_002504,seller_000193,115.98,8.34,124.32,baseline
order_0000783,2,seller_product_0004770,product_002727,seller_000193,117.8,9.38,127.18,baseline
order_0000784,1,seller_product_0009723,product_005587,seller_000736,33.43,8.45,41.88,baseline
order_0000784,2,seller_product_0002304,product_001340,seller_000736,51.07,8.05,59.12,baseline
order_0000785,1,seller_product_0004945,product_002824,seller_000166,153.51,8.93,162.44,baseline
order_0000785,2,seller_product_0006294,product_003607,seller_000166,31.39,8.86,40.25,baseline
order_0000785,3,seller_product_0004945,product_002824,seller_000166,127.61,8.0,135.61,baseline
order_0000785,4,seller_product_0007467,product_004286,seller_000166,31.59,8.78,40.37,baseline
order_0000786,1,seller_product_0002390,product_001390,seller_000863,205.44,7.76,213.2,baseline
order_0000786,2,seller_product_0005403,product_003108,seller_000863,95.69,10.91,106.6,baseline
order_0000786,3,seller_product_0008562,product_004902,seller_000863,26.27,7.75,34.02,baseline
order_0000787,1,seller_product_0009729,product_005590,seller_000980,41.56,9.13,50.69,baseline
order_0000788,1,seller_product_0012535,product_007201,seller_001022,440.88,9.29,450.17,baseline
order_0000788,2,seller_product_0006891,product_003958,seller_001022,83.42,7.52,90.94,baseline
order_0000788,3,seller_product_0008313,product_004762,seller_001022,49.94,7.04,56.98,baseline
order_0000788,4,seller_product_0003480,product_001987,seller_001022,43.03,6.23,49.26,baseline
order_0000789,1,seller_product_0012477,product_007169,seller_000864,31.85,6.98,38.83,baseline
order_0000790,1,seller_product_0001693,product_000975,seller_000751,70.48,9.29,79.77,baseline
order_0000791,1,seller_product_0003742,product_002142,seller_000066,65.31,4.94,70.25,baseline
order_0000791,2,seller_product_0005947,product_003398,seller_000066,97.31,5.39,102.7,baseline
order_0000791,3,seller_product_0008962,product_005155,seller_000066,107.89,5.14,113.03,baseline
order_0000791,4,seller_product_0007786,product_004460,seller_000066,56.85,5.58,62.43,baseline
order_0000791,5,seller_product_0007916,product_004534,seller_000066,582.45,7.93,590.38,baseline
order_0000792,1,seller_product_0002319,product_001348,seller_000950,186.04,10.81,196.85,baseline
order_0000793,1,seller_product_0008199,product_004704,seller_000114,73.87,8.85,82.72,baseline
order_0000793,2,seller_product_0003108,product_001791,seller_000114,111.84,13.59,125.43,baseline
order_0000794,1,seller_product_0006299,product_003609,seller_000261,129.51,6.35,135.86,baseline
order_0000794,2,seller_product_0011728,product_006735,seller_000261,130.33,7.04,137.37,baseline
order_0000795,1,seller_product_0011463,product_006583,seller_000864,55.47,12.45,67.92,baseline
order_0000795,2,seller_product_0003003,product_001733,seller_000864,91.7,12.75,104.45,baseline
order_0000796,1,seller_product_0012604,product_007243,seller_000846,42.82,8.31,51.13,baseline
order_0000796,2,seller_product_0013936,product_007987,seller_000846,122.28,8.2,130.48,baseline
order_0000796,3,seller_product_0000399,product_000220,seller_000846,33.89,11.05,44.94,baseline
order_0000797,1,seller_product_0012074,product_006937,seller_000248,130.4,8.29,138.69,baseline
order_0000798,1,seller_product_0000035,product_000022,seller_000060,80.78,5.96,86.74,baseline
order_0000798,2,seller_product_0011224,product_006451,seller_000060,41.91,6.41,48.32,baseline
order_0000798,3,seller_product_0003348,product_001917,seller_000060,31.99,5.37,37.36,baseline
order_0000799,1,seller_product_0006723,product_003863,seller_001163,129.46,5.15,134.61,baseline
order_0000800,1,seller_product_0000036,product_000023,seller_000320,146.64,7.42,154.06,baseline
order_0000801,1,seller_product_0013564,product_007778,seller_001010,108.31,9.94,118.25,baseline
order_0000801,2,seller_product_0008732,product_005005,seller_001010,33.43,8.97,42.4,baseline
order_0000802,1,seller_product_0009471,product_005449,seller_000218,44.41,8.55,52.96,baseline
order_0000803,1,seller_product_0006743,product_003875,seller_000049,41.88,9.88,51.76,baseline
order_0000803,2,seller_product_0012485,product_007175,seller_000049,32.53,8.93,41.46,baseline
order_0000803,3,seller_product_0006743,product_003875,seller_000049,47.13,9.34,56.47,baseline
order_0000804,1,seller_product_0005410,product_003111,seller_000352,14.83,9.61,24.44,baseline
order_0000805,1,seller_product_0004081,product_002333,seller_000862,22.15,4.98,27.13,baseline
order_0000805,2,seller_product_0002171,product_001258,seller_000862,39.48,5.78,45.26,baseline
order_0000805,3,seller_product_0002626,product_001523,seller_000862,204.22,5.06,209.28,baseline
order_0000805,4,seller_product_0002171,product_001258,seller_000862,37.03,5.41,42.44,baseline
order_0000806,1,seller_product_0004478,product_002554,seller_000001,92.47,7.83,100.3,baseline
order_0000806,2,seller_product_0006382,product_003660,seller_000001,111.22,10.4,121.62,baseline
order_0000807,1,seller_product_0001495,product_000866,seller_000455,190.37,9.16,199.53,baseline
order_0000807,2,seller_product_0006630,product_003808,seller_000455,25.67,8.84,34.51,baseline
order_0000807,3,seller_product_0006867,product_003942,seller_000455,55.93,13.59,69.52,baseline
order_0000807,4,seller_product_0009353,product_005374,seller_000455,28.75,7.32,36.07,baseline
order_0000808,1,seller_product_0007326,product_004207,seller_000651,33.81,7.32,41.13,baseline
order_0000808,2,seller_product_0006474,product_003716,seller_000651,32.41,7.76,40.17,baseline
order_0000809,1,seller_product_0003438,product_001963,seller_000835,133.04,7.43,140.47,baseline
order_0000809,2,seller_product_0001422,product_000825,seller_000835,42.58,7.69,50.27,baseline
order_0000810,1,seller_product_0006399,product_003670,seller_000024,73.56,8.84,82.4,baseline
order_0000811,1,seller_product_0004296,product_002458,seller_000060,130.88,19.39,150.27,baseline
order_0000811,2,seller_product_0012584,product_007232,seller_000060,85.18,7.66,92.84,baseline
order_0000812,1,seller_product_0013520,product_007749,seller_000361,56.58,8.2,64.78,baseline
order_0000812,2,seller_product_0009270,product_005322,seller_000361,195.01,10.37,205.38,baseline
order_0000813,1,seller_product_0007210,product_004139,seller_000906,120.45,7.98,128.43,baseline
order_0000813,2,seller_product_0012049,product_006927,seller_000906,50.86,10.48,61.34,baseline
order_0000813,3,seller_product_0005381,product_003094,seller_000906,13.86,8.95,22.81,baseline
order_0000813,4,seller_product_0001737,product_001000,seller_000906,16.34,8.56,24.9,baseline
order_0000813,5,seller_product_0012977,product_007438,seller_000906,22.95,8.96,31.91,baseline
order_0000814,1,seller_product_0000326,product_000177,seller_001068,30.35,9.17,39.52,baseline
order_0000815,1,seller_product_0002175,product_001261,seller_000563,42.38,7.77,50.15,baseline
order_0000816,1,seller_product_0009549,product_005486,seller_000341,55.65,8.84,64.49,baseline
order_0000817,1,seller_product_0003525,product_002014,seller_001068,28.49,8.38,36.87,baseline
order_0000817,2,seller_product_0004511,product_002571,seller_001068,35.88,8.11,43.99,baseline
order_0000818,1,seller_product_0000691,product_000385,seller_001140,195.92,8.45,204.37,baseline
order_0000819,1,seller_product_0000103,product_000060,seller_000237,25.74,8.09,33.83,baseline
order_0000819,2,seller_product_0005268,product_003020,seller_000237,50.34,7.29,57.63,baseline
order_0000820,1,seller_product_0008552,product_004898,seller_000057,37.73,8.04,45.77,baseline
order_0000821,1,seller_product_0004661,product_002659,seller_000956,48.56,8.44,57.0,baseline
order_0000821,2,seller_product_0003118,product_001795,seller_000956,117.18,8.46,125.64,baseline
order_0000821,3,seller_product_0005422,product_003120,seller_000956,122.31,7.41,129.72,baseline
order_0000821,4,seller_product_0001387,product_000806,seller_000956,74.24,7.85,82.09,baseline
order_0000821,5,seller_product_0004661,product_002659,seller_000956,39.88,8.05,47.93,baseline
order_0000822,1,seller_product_0008697,product_004982,seller_000468,28.09,8.97,37.06,baseline
order_0000822,2,seller_product_0005352,product_003075,seller_000468,44.42,9.61,54.03,baseline
order_0000823,1,seller_product_0008138,product_004667,seller_000698,61.36,8.79,70.15,baseline
order_0000824,1,seller_product_0001578,product_000915,seller_000056,90.33,5.84,96.17,baseline
order_0000825,1,seller_product_0007467,product_004286,seller_000166,44.57,7.99,52.56,baseline
order_0000826,1,seller_product_0007046,product_004054,seller_000930,91.24,7.43,98.67,baseline
order_0000827,1,seller_product_0005403,product_003108,seller_000863,118.59,10.58,129.17,baseline
order_0000828,1,seller_product_0008918,product_005124,seller_000623,48.38,10.45,58.83,baseline
order_0000828,2,seller_product_0006775,product_003891,seller_000623,29.71,8.3,38.01,baseline
order_0000829,1,seller_product_0009559,product_005493,seller_000864,29.5,12.19,41.69,baseline
order_0000829,2,seller_product_0005270,product_003021,seller_000864,71.18,18.61,89.79,baseline
order_0000829,3,seller_product_0012477,product_007169,seller_000864,34.72,14.41,49.13,baseline
order_0000829,4,seller_product_0013397,product_007680,seller_000864,134.6,14.1,148.7,baseline
order_0000829,5,seller_product_0008345,product_004778,seller_000864,20.63,11.66,32.29,baseline
order_0000830,1,seller_product_0000581,product_000320,seller_000455,17.27,8.21,25.48,baseline
order_0000830,2,seller_product_0001495,product_000866,seller_000455,225.8,10.04,235.84,baseline
order_0000830,3,seller_product_0005180,product_002967,seller_000455,72.41,8.0,80.41,baseline
order_0000830,4,seller_product_0011628,product_006676,seller_000455,93.21,7.97,101.18,baseline
order_0000831,1,seller_product_0009228,product_005302,seller_000899,157.25,8.96,166.21,baseline
order_0000831,2,seller_product_0000145,product_000084,seller_000899,39.23,11.74,50.97,baseline
order_0000831,3,seller_product_0006448,product_003699,seller_000899,55.98,9.54,65.52,baseline
order_0000832,1,seller_product_0003078,product_001776,seller_001151,86.22,7.7,93.92,baseline
order_0000832,2,seller_product_0001859,product_001076,seller_001151,110.25,8.65,118.9,baseline
order_0000832,3,seller_product_0001035,product_000602,seller_001151,80.18,11.43,91.61,baseline
order_0000832,4,seller_product_0001035,product_000602,seller_001151,83.31,11.21,94.52,baseline
order_0000832,5,seller_product_0010597,product_006088,seller_001151,72.26,8.53,80.79,baseline
order_0000833,1,seller_product_0010915,product_006276,seller_000184,32.69,7.24,39.93,baseline
order_0000834,1,seller_product_0007752,product_004443,seller_000202,41.28,7.3,48.58,baseline
order_0000835,1,seller_product_0001479,product_000858,seller_000069,60.6,7.65,68.25,baseline
order_0000835,2,seller_product_0001479,product_000858,seller_000069,79.91,7.34,87.25,baseline
order_0000835,3,seller_product_0007619,product_004373,seller_000069,17.34,5.74,23.08,baseline
order_0000836,1,seller_product_0012536,product_007202,seller_000950,138.32,4.29,142.61,baseline
order_0000837,1,seller_product_0007346,product_004218,seller_000991,39.06,6.8,45.86,baseline
order_0000838,1,seller_product_0007253,product_004166,seller_000343,82.49,5.49,87.98,baseline
order_0000839,1,seller_product_0010174,product_005842,seller_001186,371.95,12.76,384.71,baseline
order_0000840,1,seller_product_0000042,product_000026,seller_001107,41.37,7.76,49.13,baseline
order_0000841,1,seller_product_0007574,product_004344,seller_000163,112.82,5.87,118.69,baseline
order_0000841,2,seller_product_0000770,product_000433,seller_000163,235.1,4.93,240.03,baseline
order_0000841,3,seller_product_0010566,product_006067,seller_000163,58.47,6.84,65.31,baseline
order_0000842,1,seller_product_0005144,product_002945,seller_000984,99.15,8.85,108.0,baseline
order_0000842,2,seller_product_0005934,product_003390,seller_000984,240.97,7.63,248.6,baseline
order_0000843,1,seller_product_0009556,product_005490,seller_000951,77.86,8.13,85.99,baseline
order_0000844,1,seller_product_0009442,product_005427,seller_000913,116.58,5.62,122.2,baseline
order_0000844,2,seller_product_0010766,product_006188,seller_000913,55.67,4.99,60.66,baseline
order_0000845,1,seller_product_0008636,product_004948,seller_000999,51.67,13.92,65.59,baseline
order_0000846,1,seller_product_0002584,product_001501,seller_000864,24.13,12.96,37.09,baseline
order_0000847,1,seller_product_0006059,product_003467,seller_000138,58.37,7.09,65.46,baseline
order_0000848,1,seller_product_0000552,product_000308,seller_000865,239.91,7.5,247.41,baseline
order_0000849,1,seller_product_0009419,product_005413,seller_000349,27.14,8.61,35.75,baseline
order_0000850,1,seller_product_0008799,product_005046,seller_000149,59.99,10.84,70.83,baseline
order_0000850,2,seller_product_0004338,product_002484,seller_000149,37.82,10.14,47.96,baseline
order_0000850,3,seller_product_0011364,product_006530,seller_000149,64.26,7.3,71.56,baseline
order_0000850,4,seller_product_0008799,product_005046,seller_000149,64.47,11.86,76.33,baseline
order_0000851,1,seller_product_0009621,product_005530,seller_000711,20.03,8.81,28.84,baseline
order_0000852,1,seller_product_0000587,product_000324,seller_000136,44.26,9.19,53.45,baseline
order_0000852,2,seller_product_0011358,product_006526,seller_000136,156.76,11.04,167.8,baseline
order_0000852,3,seller_product_0003264,product_001877,seller_000136,19.61,8.17,27.78,baseline
order_0000852,4,seller_product_0009718,product_005585,seller_000136,28.99,8.53,37.52,baseline
order_0000852,5,seller_product_0004486,product_002557,seller_000136,62.44,8.02,70.46,baseline
order_0000853,1,seller_product_0012709,product_007300,seller_000090,94.14,7.61,101.75,baseline
order_0000854,1,seller_product_0009742,product_005596,seller_000550,96.08,8.11,104.19,baseline
order_0000854,2,seller_product_0010071,product_005779,seller_000550,37.96,7.94,45.9,baseline
order_0000855,1,seller_product_0004014,product_002290,seller_000896,178.13,6.13,184.26,baseline
order_0000855,2,seller_product_0004014,product_002290,seller_000896,247.91,5.79,253.7,baseline
order_0000855,3,seller_product_0008588,product_004916,seller_000896,57.07,5.33,62.4,baseline
order_0000855,4,seller_product_0000271,product_000149,seller_000896,161.0,4.89,165.89,baseline
order_0000856,1,seller_product_0008085,product_004634,seller_000864,99.34,12.48,111.82,baseline
order_0000857,1,seller_product_0001268,product_000733,seller_000037,75.5,9.52,85.02,baseline
order_0000858,1,seller_product_0005208,product_002981,seller_000906,61.68,8.28,69.96,baseline
order_0000858,2,seller_product_0006915,product_003970,seller_000906,58.91,7.61,66.52,baseline
order_0000859,1,seller_product_0004223,product_002416,seller_000947,32.67,8.87,41.54,baseline
order_0000859,2,seller_product_0004223,product_002416,seller_000947,40.08,9.64,49.72,baseline
order_0000860,1,seller_product_0011675,product_006708,seller_000452,111.63,8.82,120.45,baseline
order_0000861,1,seller_product_0006023,product_003448,seller_000403,77.96,9.89,87.85,baseline
order_0000862,1,seller_product_0007789,product_004463,seller_000164,57.9,5.86,63.76,baseline
order_0000862,2,seller_product_0004663,product_002660,seller_000164,62.4,5.63,68.03,baseline
order_0000862,3,seller_product_0009641,product_005542,seller_000164,181.59,5.29,186.88,baseline
order_0000863,1,seller_product_0011461,product_006581,seller_001097,35.91,5.92,41.83,baseline
order_0000864,1,seller_product_0011606,product_006661,seller_000578,55.8,9.92,65.72,baseline
order_0000865,1,seller_product_0003295,product_001891,seller_000385,26.73,8.75,35.48,baseline
order_0000865,2,seller_product_0010219,product_005869,seller_000385,64.49,7.21,71.7,baseline
order_0000865,3,seller_product_0010219,product_005869,seller_000385,64.47,7.89,72.36,baseline
order_0000865,4,seller_product_0003295,product_001891,seller_000385,27.84,8.5,36.34,baseline
order_0000866,1,seller_product_0010662,product_006126,seller_000636,11.99,5.58,17.57,baseline
order_0000867,1,seller_product_0012429,product_007137,seller_000350,81.19,7.91,89.1,baseline
order_0000867,2,seller_product_0012200,product_007005,seller_000350,13.71,5.34,19.05,baseline
order_0000867,3,seller_product_0000405,product_000224,seller_000350,29.68,6.23,35.91,baseline
order_0000867,4,seller_product_0003415,product_001952,seller_000350,39.26,5.66,44.92,baseline
order_0000867,5,seller_product_0002133,product_001235,seller_000350,121.06,5.69,126.75,baseline
order_0000868,1,seller_product_0005130,product_002938,seller_000199,74.15,8.43,82.58,baseline
order_0000869,1,seller_product_0013189,product_007563,seller_000891,26.29,4.95,31.24,baseline
order_0000870,1,seller_product_0003023,product_001746,seller_000092,180.98,3.91,184.89,baseline
order_0000870,2,seller_product_0003023,product_001746,seller_000092,169.99,3.98,173.97,baseline
order_0000871,1,seller_product_0007752,product_004443,seller_000202,48.22,7.58,55.8,baseline
order_0000872,1,seller_product_0013890,product_007962,seller_000694,193.44,8.1,201.54,baseline
order_0000872,2,seller_product_0011941,product_006870,seller_000694,106.25,8.29,114.54,baseline
order_0000873,1,seller_product_0013906,product_007971,seller_000892,202.77,19.26,222.03,baseline
order_0000873,2,seller_product_0008100,product_004640,seller_000892,26.23,8.37,34.6,baseline
order_0000874,1,seller_product_0005767,product_003298,seller_000315,119.74,7.98,127.72,baseline
order_0000875,1,seller_product_0004294,product_002457,seller_000100,87.12,7.94,95.06,baseline
order_0000876,1,seller_product_0010894,product_006263,seller_000519,180.57,7.25,187.82,baseline
order_0000877,1,seller_product_0005413,product_003114,seller_001149,35.74,8.97,44.71,baseline
order_0000877,2,seller_product_0005413,product_003114,seller_001149,34.47,9.43,43.9,baseline
order_0000877,3,seller_product_0005413,product_003114,seller_001149,33.1,8.57,41.67,baseline
